datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations/0,stations/1,stations/2,stations/3,stations/4,source,stations/5,stations/6
2020-08-07,1596738600,96.2,82.4,88.9,120.2,89.5,104.8,79.1,73.4,0.007,100,4.17,rain,0,0,29.3,16.3,94.4,1000.3,63.2,2,234.1,20.3,7,05:46:02,1596759362,19:07:23,1596807443,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote
2020-08-08,1596825000,98.5,84.2,90.7,120.3,96.1,109.4,80.6,73.7,0.003,100,4.17,rain,0,0,10.3,5.8,359.1,998.4,50.1,1.9,245.8,21.2,8,05:46:35,1596845795,19:06:33,1596893793,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-09,1596911400,94.7,80.6,86.1,120,89.3,102.5,81,85.2,0.108,100,16.67,rain,0,0,10.7,11.4,270,998.1,66.3,1.7,130.3,11.2,5,05:47:09,1596932229,19:05:43,1596980143,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-10,1596997800,93.2,82.4,87.6,117.4,94.1,105.5,81.1,81.7,0.017,100,4.17,rain,0,0,15,6.9,103.2,999.2,65.9,1.8,102.8,8.8,4,05:47:42,1597018662,19:04:52,1597066492,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-11,1597084200,97.8,82.4,87.6,118.8,94.1,105.3,81.3,82.3,0.306,100,4.17,rain,0,0,20.8,9.2,226.7,998.9,68.7,1.6,173.3,14.7,6,05:48:15,1597105095,19:03:59,1597152839,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-12,1597170600,96.5,77,88,117.1,77,103.1,79.7,77.7,0.497,100,8.33,rain,0,0,25.3,13.9,251.7,997.8,71.1,1.9,134.9,11.6,6,05:48:48,1597191528,19:03:06,1597239186,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-13,1597257000,83.9,77.3,80.5,97.7,77.3,87.3,79.4,96.4,2.886,100,20.83,rain,0,0,16.6,12.8,47.7,997.7,85.6,1.2,61,5.4,3,05:49:20,1597277960,19:02:12,1597325532,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-14,1597343400,89.3,78.8,84.1,107.7,78.8,96.6,80.2,88.6,0.019,100,8.33,rain,0,0,25.3,6.6,69.6,996.9,67.8,1.8,97.4,8.4,4,05:49:53,1597364393,19:01:17,1597411877,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-15,1597429800,94.4,80.6,87.1,118.3,88.1,103.7,80.8,82.4,0,0,0,,0,0,19.9,7.3,103.3,996.8,62.3,1.9,172.4,14.9,7,05:50:25,1597450825,19:00:20,1597498220,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-16,1597516200,96.5,82.4,88,118.2,92.4,104.6,80.6,79.8,0.031,100,4.17,rain,0,0,15.4,8.6,108,997.9,63.9,2.1,197,17,7,05:50:58,1597537258,18:59:23,1597584563,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-17,1597602600,94.2,82.4,86.7,117.9,94.1,104.9,82.1,87.1,0.818,100,8.33,rain,0,0,14.3,8.1,115.6,998.2,65.8,1.5,207.4,17.9,7,05:51:30,1597623690,18:58:25,1597670905,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote
2020-08-18,1597689000,94.7,82.4,85.9,122.7,92.4,102.8,81.4,86.9,0.038,100,8.33,rain,0,0,20.8,11.4,195.4,998.9,61.1,1.9,170.7,14.7,7,05:52:02,1597710122,18:57:27,1597757247,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-19,1597775400,82.7,76.9,80.5,94.5,76.9,87.2,79.1,95.7,1.597,100,16.67,rain,0,0,20.8,11,152.1,998.9,77,1.3,40.1,3.5,1,05:52:34,1597796554,18:56:27,1597843587,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-20,1597861800,84.5,76.7,79.6,101,76.7,84.3,78.4,96.3,1.301,100,12.5,rain,0,0,16.8,8.1,88.3,1001.4,74.7,1.2,82.3,7.1,5,05:53:05,1597882985,18:55:27,1597929927,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-21,1597948200,94.4,77.3,84.9,111.5,77.3,93.9,77.4,79.5,0.034,100,4.17,rain,0,0,32.4,9.2,74.9,1002.7,66,2.2,193.4,16.6,7,05:53:37,1597969417,18:54:26,1598016266,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-22,1598034600,94.5,80.1,86.5,111.5,85.6,97.5,77,74.4,0,0,0,,0,0,25.3,12.1,71.9,1001.8,51.9,2.3,194.1,16.8,6,05:54:08,1598055848,18:53:24,1598102604,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-23,1598121000,92.4,80.6,84.8,109.2,86.1,96,77.9,80.2,0.071,100,4.17,rain,0,0,24.6,10.1,77.5,1000.4,54.9,2.1,178.1,15.4,7,05:54:39,1598142279,18:52:21,1598188941,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-24,1598207400,90.5,80.6,84.3,105.8,87.1,95,78.1,82.1,0.003,100,4.17,rain,0,0,24.4,10.3,97.1,1000.8,60.7,1.8,156.3,13.5,7,05:55:10,1598228710,18:51:18,1598275278,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-25,1598293800,90.8,80.3,84.6,106.5,86.9,95.5,78,81.2,0,0,0,,0,0,20.1,9,135.5,1003,59.7,2.2,189.3,16.4,7,05:55:41,1598315141,18:50:14,1598361614,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-26,1598380200,92.6,80.6,86,106.3,87.1,97.2,77.4,76.3,0,0,0,,0,0,13.2,8.8,245,1004.3,57.9,2.2,184.5,15.9,6,05:56:12,1598401572,18:49:09,1598447949,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-27,1598466600,94.7,80.6,87.4,109.6,87.1,98.7,77.1,72.8,0,0,0,,0,0,12.1,7.3,262.3,1003.5,56.5,2.5,149.4,12.9,7,05:56:43,1598488003,18:48:04,1598534284,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-28,1598553000,91.1,78.8,83.3,107.4,78.8,92.3,78.4,85.9,0.976,100,8.33,rain,0,0,23,6.4,284.6,1001.9,59.2,1.8,203.5,17.6,8,05:57:13,1598574433,18:46:58,1598620618,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-29,1598639400,94.4,78.8,85.7,113.6,78.8,96.5,78.7,80.8,0,0,0,,0,0,15.9,6.9,77.5,1001.2,61.3,1.4,226.1,19.4,8,05:57:43,1598660863,18:45:52,1598706952,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-30,1598725800,87.4,80.6,83.8,99,86.1,93.5,77.3,81.2,0.02,100,8.33,rain,0,0,30.6,11.5,77,1000.9,72.8,1.9,201,17.4,7,05:58:14,1598747294,18:44:45,1598793285,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-08-31,1598812200,91,79.1,84.2,103.8,79.1,92.1,75.9,76.8,0,0,0,,0,0,23.5,11.4,122.7,1003.2,68.4,2.2,196.5,16.9,6,05:58:44,1598833724,18:43:38,1598879618,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-01,1598898600,94.4,78.8,85.8,106.2,78.8,93.8,75.2,71.9,0,0,0,,0,0,15.7,7.8,171,1004.8,44.7,2.4,189.9,16.4,6,05:59:14,1598920154,18:42:30,1598965950,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-02,1598985000,93.4,78.8,86.4,109.8,78.8,96.6,77,74.6,0,0,0,,0,0,11.4,6.5,238.8,1006.7,65.3,2.2,215.2,18.7,8,05:59:44,1599006584,18:41:21,1599052281,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-03,1599071400,94.4,82.4,87.6,114.2,90.8,101.6,78.7,75.6,0.002,100,4.17,rain,0,0,28,9.5,89.9,1007.1,67.3,1.8,186.4,16.3,8,06:00:13,1599093013,18:40:13,1599138613,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-04,1599157800,94.4,82.4,87,115,90.8,101.3,79,77.7,0.043,100,4.17,rain,0,0,19.9,6.9,114.2,1006.2,61.6,1.7,214.2,18.4,8,06:00:43,1599179443,18:39:03,1599224943,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-05,1599244200,98,76.1,85,115.9,76.1,94.6,77.9,81.4,0.688,100,12.5,rain,0,0,28.9,12.3,258.5,1004.4,67.4,1.8,176.5,15.3,8,06:01:13,1599265873,18:37:54,1599311274,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-06,1599330600,94.4,77,84.5,111,77,93.3,77.5,80.8,0,0,0,,0,0,11.4,5.8,252.3,1003.5,58.3,1.8,195.2,17,7,06:01:42,1599352302,18:36:44,1599397604,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-07,1599417000,92.6,80.6,84.6,111.6,87.1,96.1,78.4,82.2,0.121,100,4.17,rain,0,0,12.8,10.7,235.8,1003.9,55.5,1.6,217.7,18.8,8,06:02:11,1599438731,18:35:34,1599483934,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-08,1599503400,94.8,78.8,86.2,109.9,78.8,95.8,77.1,75.7,0,0,0,,0,0,13.9,6.9,271.9,1004.6,48.3,1.7,215.4,18.8,8,06:02:41,1599525161,18:34:23,1599570263,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-09,1599589800,95.1,81.5,87.8,110,89.8,99.7,77.4,72.6,0,0,0,,0,0,14.1,9.2,283.2,1004.3,39.6,1.8,220.7,19,8,06:03:10,1599611590,18:33:12,1599656592,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-09-10,1599676200,95,80.6,87.6,109,88.1,98.9,77.1,72.7,0,0,0,,0,0,16.6,9.2,278.2,1002.2,40,1.6,229.8,19.8,7,06:03:40,1599698020,18:32:01,1599742921,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-09-11,1599762600,98.6,80.6,88.8,109.4,87.1,97.6,74.5,65.1,0,0,0,,0,0,13,8.1,297.9,1002.6,34.6,2,226.6,19.5,7,06:04:09,1599784449,18:30:50,1599829250,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-09-12,1599849000,98.3,80.6,89.3,113.4,86.1,100.5,76.2,66.9,0,0,0,,0,0,12.5,4.7,339.9,1004.9,26.8,2,240,20.7,8,06:04:38,1599870878,18:29:38,1599915578,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-13,1599935400,96.5,82.4,89.6,111.9,90.8,102.9,77.6,68.9,0,0,0,,0,0,10.5,5.8,350.4,1004.9,45.1,1.7,226.7,19.7,7,06:05:07,1599957307,18:28:26,1600001906,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-14,1600021800,98,82.4,89,115.4,92.4,102.7,78,71.3,0,0,0,,0,0,14.3,5.8,320.3,1003.8,43.2,1.7,220.4,19.2,8,06:05:37,1600043737,18:27:14,1600088234,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-15,1600108200,98.1,78.8,89.1,111.5,78.8,101.1,77.1,69.6,0,0,0,,0,0,12.1,6.4,269.1,1003.3,44.3,1.8,242.8,20.9,8,06:06:06,1600130166,18:26:02,1600174562,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-16,1600194600,99.8,82.9,90.5,113.9,93.5,102.8,76.6,65.5,0,0,0,,0,0,13.4,6.9,269.8,1003,42.6,2,225.8,19.5,8,06:06:35,1600216595,18:24:50,1600260890,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-17,1600281000,98.3,82.4,90.6,112.9,90.8,102,75.9,63.7,0,0,0,,0,0,23.5,12.8,271.8,1002.7,32.4,2.1,238.9,20.8,8,06:07:05,1600303025,18:23:38,1600347218,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-18,1600367400,100.1,82.4,91.2,113.5,89.5,103.7,76.5,63.6,0,0,0,,0,0,20.6,10.3,274.2,1001.8,36.6,2,223.4,19.2,8,06:07:34,1600389454,18:22:26,1600433546,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-19,1600453800,98.3,82.4,90,112,90.8,102.2,76.7,66.7,0,0,0,,0,0,13,6,297.3,1002,38.2,2.1,232.8,20.1,8,06:08:04,1600475884,18:21:14,1600519874,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-20,1600540200,98,82.4,89.9,113.4,90.8,102.1,76.7,66.6,0,0,0,,0,0,15.4,6.4,301.1,1001.5,34.5,2.1,246.4,21.1,8,06:08:33,1600562313,18:20:01,1600606201,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-21,1600626600,98,82.4,90.1,113.5,89.5,102.6,76.7,65.8,0,0,0,,0,0,10.3,6,319,1000.4,37.6,1.9,233.5,20.2,8,06:09:03,1600648743,18:18:49,1600692529,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-22,1600713000,97.8,83.9,89.4,116.2,94.1,102.9,77.7,69.4,0,0,0,,0,0,19.2,8.2,93.7,1000.7,50.3,1.9,194.5,16.8,7,06:09:33,1600735173,18:17:37,1600778857,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-23,1600799400,96.3,83.7,89.1,113.1,93.4,102,77.3,69,0,0,0,,0,0,12.3,6.6,93.9,1000.9,46,2.2,213.3,18.4,8,06:10:03,1600821603,18:16:25,1600865185,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-24,1600885800,95,80.6,87,109.6,86.1,97,76.1,71.2,0,0,0,,0,0,12.5,8.1,100.7,1003,52.1,2.1,223.3,19.3,8,06:10:33,1600908033,18:15:13,1600951513,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-25,1600972200,98.4,80.9,88.3,105.4,86.3,95.4,72.8,62.9,0,0,0,,0,0,18.8,9.2,243.4,1002.6,29.8,2.1,243.3,21,8,06:11:03,1600994463,18:14:01,1601037841,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-26,1601058600,92.6,78.6,84.8,98.5,78.6,89,71.3,65.5,0,0,0,,0,0,19.7,11.2,256.9,1002.6,50.7,1.9,222.8,19.2,7,06:11:33,1601080893,18:12:50,1601124170,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-27,1601145000,96.5,75.2,84.8,103.3,75.2,87.8,68.4,59.7,0,0,0,,0,0,15.4,9.5,267,1005.4,33.1,2.3,240.7,20.9,8,06:12:04,1601167324,18:11:38,1601210498,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-28,1601231400,96.5,76.3,85.9,100.9,76.3,88.9,69.1,59.6,0,0,0,,0,0,23,9.5,289.3,1006.5,11.9,2.2,243.7,21.1,8,06:12:35,1601253755,18:10:27,1601296827,0.37,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-29,1601317800,96.6,75.7,85.6,103.7,75.7,89.4,70.3,62.2,0,0,0,,0,0,22.1,9.5,280.2,1006.2,14.8,2.2,238.1,20.6,8,06:13:06,1601340186,18:09:16,1601383156,0.41,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-09-30,1601404200,95,73.4,84.3,97.5,73.4,86.1,67.5,60.2,0,0,0,,0,0,23,10.2,269.4,1005.1,0.1,2.1,243.9,21.2,8,06:13:37,1601426617,18:08:06,1601469486,0.44,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-01,1601490600,98.3,73.4,84.7,100.4,73.4,86.4,66.8,58.1,0,0,0,,0,0,19.5,9.4,278.6,1004.6,3.4,1.9,241.7,20.9,8,06:14:08,1601513048,18:06:55,1601555815,0.48,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-02,1601577000,96.5,72.7,84.4,101.8,72.7,86.7,68,60.1,0,0,0,,0,0,14.1,9.4,270.4,1005.3,0,2.2,242.7,20.9,8,06:14:40,1601599480,18:05:45,1601642145,0.5,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-03,1601663400,96.5,72.2,83.9,98,72.2,84.8,65.1,57.2,0,0,0,,0,0,13.2,8.1,271.1,1006.4,0,2.1,242.4,20.8,8,06:15:12,1601685912,18:04:36,1601728476,0.55,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-04,1601749800,94.7,69.5,81.3,95.4,69.5,81.8,63.1,57.3,0,0,0,,0,0,15.9,8.1,293.4,1007.4,1.3,2,243.3,20.9,8,06:15:44,1601772344,18:03:26,1601814806,0.58,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-05,1601836200,95,69.8,81.8,98.1,69.8,82.4,62.9,56,0,0,0,,0,0,25.3,13.9,288.3,1007,0,2.2,242.3,20.8,8,06:16:16,1601858776,18:02:18,1601901138,0.61,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-06,1601922600,96.6,68.6,82.3,99.4,68.6,83.3,63.7,56,0,0,0,,0,0,17,9.2,263.8,1007.3,0,2,241,20.7,8,06:16:49,1601945209,18:01:09,1601987469,0.65,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-07,1602009000,96.5,68.8,82.5,101.9,68.8,83.5,63.8,56.8,0,0,0,,0,0,14.3,10.3,298.1,1009.2,1.3,2.2,238.4,20.5,8,06:17:22,1602031642,18:00:01,1602073801,0.68,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-08,1602095400,96.5,69.9,82.4,100,69.9,83.9,65.6,59.6,0,0,0,,0,0,14.5,6.4,279.3,1009.6,0,1.7,236.5,20.4,8,06:17:56,1602118076,17:58:54,1602160134,0.71,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-09,1602181800,94.7,69.5,81.9,102.1,69.5,83.5,65.1,59.1,0,0,0,,0,0,11.4,4.7,294.9,1009.7,0.3,1.8,233.2,20.1,8,06:18:29,1602204509,17:57:47,1602246467,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-10,1602268200,94.4,69.8,82.4,97.7,69.8,84.1,65.6,59,0,0,0,,0,0,15.7,8.1,264,1008.4,0.3,1.7,227.9,19.7,8,06:19:03,1602290943,17:56:41,1602332801,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-11,1602354600,94.9,71.1,81.6,96.4,71.1,82.4,64.3,58.2,0,0,0,,0,0,17,9.1,272.1,1006.5,14.8,2.1,229,19.8,8,06:19:38,1602377378,17:55:35,1602419135,0.81,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-12,1602441000,94.7,70.1,80.7,97.1,70.1,81.5,64.2,60.1,0,0,0,,0,0,10.3,3.4,301.7,1005,2,1.7,225.7,19.5,8,06:20:12,1602463812,17:54:30,1602505470,0.85,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-13,1602527400,94.6,70.7,81.8,103.7,70.7,85.2,68.9,66.5,0,0,0,,0,0,13.9,4.7,86.4,1005.9,16.3,1.6,213.7,18.3,7,06:20:48,1602550248,17:53:26,1602591806,0.88,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-14,1602613800,93.2,76.8,84,101.1,76.8,87.8,71,66.7,0,0,0,,0,0,9.6,4.7,27,1007.3,43.2,1.3,192.5,16.5,7,06:21:23,1602636683,17:52:22,1602678142,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-15,1602700200,94.2,71.5,82.3,94.5,71.5,82.4,62.2,53.8,0,0,0,,0,0,13.6,4.9,325,1008,23.3,1.6,216.1,18.7,8,06:21:59,1602723119,17:51:19,1602764479,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-16,1602786600,92.9,66.6,79.6,91.3,66.6,79,56.8,48.7,0,0,0,,0,0,11.9,4.7,281.4,1007.9,0,1.7,226.6,19.5,8,06:22:35,1602809555,17:50:17,1602850817,0.98,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-17,1602873000,94.1,65.9,77.9,94.9,65.9,77.9,59.4,56,0,0,0,,0,0,9.4,3.4,328.7,1008.6,4.9,1.7,220,19.2,8,06:23:12,1602895992,17:49:16,1602937156,0,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-18,1602959400,94,66,78.9,91.6,66,78.4,56.9,50.6,0,0,0,,0,0,15.9,8.1,265.6,1008.6,2.6,1.6,222.7,19.2,8,06:23:49,1602982429,17:48:15,1603023495,0.05,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-19,1603045800,92,63.5,78.1,91.5,63.5,77.6,56.7,50.8,0,0,0,,0,0,15.7,10.3,291.5,1008.4,10.1,1.7,220.2,18.9,8,06:24:27,1603068867,17:47:15,1603109835,0.08,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,42183099999
2020-10-20,1603132200,92.9,61.4,76.2,91.5,61.4,75.6,54.7,51.3,0,0,0,,0,0,14.5,5.3,302.8,1007.9,0,1.8,225.4,19.4,8,06:25:05,1603155305,17:46:16,1603196176,0.12,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-21,1603218600,94.4,62.3,77,92,62.3,76.4,56.6,54.1,0,0,0,,0,0,12.5,4.7,300.6,1009,7,1.8,197.7,17,8,06:25:43,1603241743,17:45:18,1603282518,0.15,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-22,1603305000,91.1,66.9,77.1,89.7,66.9,77.1,58.6,55.2,0,0,0,,0,0,10.5,3.6,358,1007.9,60.1,1.4,192.6,16.6,8,06:26:22,1603328182,17:44:21,1603368861,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
