datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations/0,stations/1,stations/2,stations/3,stations/4,source,stations/5,stations/6
2020-10-23,1603391400,92.2,61.7,76,91.3,61.7,75.9,57.9,57.2,0,0,0,,0,0,11.9,3.6,340.2,1007.4,37.3,1.2,213.6,18.3,8,06:27:01,1603414621,17:43:25,1603455205,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-24,1603477800,90.8,62,75.1,88.9,62,74.7,55.3,53.8,0,0,0,,0,0,15.4,8.1,262.1,1008.5,3.6,1.3,215.9,18.6,8,06:27:41,1603501061,17:42:30,1603541550,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-25,1603564200,91.1,60.9,74.6,94.3,60.9,75.1,59.3,61.5,0,0,0,,0,0,11.2,4.7,228.8,1010.9,0.1,1.3,213,18.2,8,06:28:21,1603587501,17:41:36,1603627896,0.29,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-26,1603650600,91.1,62.7,75,90.4,62.7,74.8,57,56.7,0,0,0,,0,0,10.7,4.8,294.4,1012.3,28,1.3,178.9,15.5,6,06:29:01,1603673941,17:40:43,1603714243,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-27,1603737000,87.9,61.8,73.9,86.6,61.8,73.7,55.9,55.7,0,0,0,,0,0,16.3,9.7,262.5,1012.2,0,1.4,212.8,18.3,8,06:29:42,1603760382,17:39:51,1603800591,0.35,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-28,1603823400,87.5,57.7,72,85.4,57.7,71.7,54.5,57,0,0,0,,0,0,11.2,4.7,296,1012.9,0,1.2,211.5,18.2,8,06:30:24,1603846824,17:39:00,1603886940,0.39,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-10-29,1603909800,87.3,58.3,71,85.1,58.3,70.5,53.3,58.3,0,0,0,,0,0,9.6,3.4,316.9,1013.9,0,1,207.3,18,8,06:31:05,1603933265,17:38:10,1603973290,0.42,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-10-30,1603996200,87.4,59,72,85.2,59,71.5,53.7,57,0,0,0,,0,0,16.6,6.9,296.9,1013.6,0,1.2,206.7,18,8,06:31:48,1604019708,17:37:21,1604059641,0.45,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-10-31,1604082600,87.5,59.3,71.9,85.6,59.3,71.6,54.4,57.2,0,0,0,,0,0,18.1,9.3,261.3,1013.4,0,1.1,206.7,18,8,06:32:30,1604106150,17:36:33,1604145993,0.5,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-01,1604169000,86,54.2,70.2,84.1,54.2,69.9,51.6,54.4,0,0,0,,0,0,18.1,8.6,260.3,1014.1,0,1.2,207.2,18.1,8,06:33:14,1604192594,17:35:47,1604232347,0.52,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-02,1604255400,85,55.6,68.2,83.3,55.6,67.9,49.4,55.5,0,0,0,,0,0,16.8,8.1,274.3,1014.8,0,1.4,206.8,18.1,8,06:33:57,1604279037,17:35:02,1604318702,0.56,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-03,1604341800,85.6,54.4,68.1,83.4,54.4,67.7,51.6,59.6,0,0,0,,0,0,10.3,8.1,262.7,1014.3,0,1.4,205.3,17.9,8,06:34:41,1604365481,17:34:18,1604405058,0.59,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-04,1604428200,81.5,55.5,67.4,80.9,55.5,67.3,52.1,60.7,0,0,0,,0,0,16.1,5.9,255.2,1012.9,0,0.9,196.4,17,7,06:35:25,1604451925,17:33:36,1604491416,0.63,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-05,1604514600,86.2,56.5,68.7,84.8,56.5,68.3,51.7,59.6,0,0,0,,0,0,11.6,6.6,265.2,1014.2,4.2,0.8,198.8,17.1,7,06:36:10,1604538370,17:32:54,1604577774,0.66,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-06,1604601000,86.1,56.7,67.9,85,56.7,67.7,52,60.6,0,0,0,,0,0,13.9,5.5,270.8,1017,0,0.9,197.8,17.1,7,06:36:55,1604624815,17:32:14,1604664134,0.69,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-07,1604687400,83.2,56.2,68.8,82.2,56.2,68.6,52.6,60,0,0,0,,0,0,17.4,10.3,283.9,1018,0,0.8,197.1,17.1,7,06:37:41,1604711261,17:31:36,1604750496,0.73,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-08,1604773800,82.6,55.9,67.2,82.2,55.9,67.1,53.2,64.9,0,0,0,,0,0,11.4,4.7,286,1018.5,0,0.6,196.1,16.9,7,06:38:26,1604797706,17:30:59,1604836859,0.75,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-09,1604860200,81.4,54.6,65.9,81.6,54.6,65.9,54.7,71.3,0,0,0,,0,0,13.6,4.7,281.3,1017,4.8,0.5,193.2,16.8,7,06:39:13,1604884153,17:30:23,1604923223,0.8,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-10,1604946600,83.1,55.1,66.1,83.1,55.1,66,55.6,71.9,0,0,0,,0,0,11.2,5.8,91.4,1015.7,7.5,0.5,189,16.3,7,06:39:59,1604970599,17:29:48,1605009588,0.83,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-11,1605033000,83.3,56.5,67.5,83.6,56.5,67.5,55.7,69.1,0,0,0,,0,0,12.8,6.9,69.9,1017.6,2.2,1.1,182.7,15.8,7,06:40:46,1605057046,17:29:15,1605095955,0.86,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,
2020-11-12,1605119400,82.5,56.5,68.5,82.5,56.5,68.5,55.7,67.3,0,0,0,,0,0,8.7,4.7,41.3,1018.9,3.7,1.2,182.4,15.6,7,06:41:33,1605143493,17:28:44,1605182324,0.9,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-13,1605205800,84.8,57.2,68.3,83.7,57.2,68.2,55.6,68,0,0,0,,0,0,11.9,4.3,242,1017.5,0.1,1.1,184,15.9,7,06:42:20,1605229940,17:28:14,1605268694,0.93,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-14,1605292200,82.1,54.8,66.5,83,54.8,66.6,56.8,72.8,0,0,0,,0,0,9.2,3.4,25.2,1015.2,4.7,0.7,183.9,15.9,7,06:43:07,1605316387,17:27:45,1605355065,0.97,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-15,1605378600,83.8,56.6,68.6,83.3,56.6,68.5,57.5,70.3,0.024,100,4.17,rain,0,0,21.7,9.2,101.3,1014.4,36.2,0.7,156.3,13.7,6,06:43:55,1605402835,17:27:18,1605441438,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-16,1605465000,76.8,63.9,69,76.8,63.9,69,62.2,79.6,0,0,0,,0,0,13.6,9.4,86.6,1016.3,67.8,1.4,105.3,9,5,06:44:43,1605489283,17:26:53,1605527813,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-17,1605551400,77.9,57.2,67,77.9,57.2,67,56.9,72.4,0,0,0,,0,0,15.2,8.1,281.6,1014.9,32.2,1.5,160.6,13.9,6,06:45:31,1605575731,17:26:29,1605614189,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-18,1605637800,76.1,55.7,64,76.1,55.7,64,52.8,69.2,0,0,0,,0,0,13.2,5.8,283.4,1013.7,9.3,1.3,181,15.7,7,06:46:19,1605662179,17:26:07,1605700567,0.1,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-19,1605724200,76.8,53.2,63.1,76.8,53.2,63.1,50.1,65.6,0,0,0,,0,0,13.9,5.8,287.4,1014.2,4.1,1.3,177.3,15.4,7,06:47:07,1605748627,17:25:46,1605786946,0.13,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-20,1605810600,76.3,50.8,62.5,76.3,50.8,62.5,48.7,63.8,0,0,0,,0,0,19.5,10.3,289.6,1015.6,0,1.3,181.7,15.8,7,06:47:55,1605835075,17:25:27,1605873327,0.17,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-21,1605897000,75,48.2,61,75,46.3,60.9,46.4,63.1,0,0,0,,0,0,24.6,11.4,279,1016.1,0,1.3,183.3,15.9,7,06:48:43,1605921523,17:25:09,1605959709,0.2,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-22,1605983400,74.6,49,59.5,74.6,49,59.5,44.3,60.7,0,0,0,,0,0,17.2,8.8,287.7,1016.7,17.9,1.4,180.3,15.6,7,06:49:31,1606007971,17:24:53,1606046093,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-23,1606069800,76,47.8,60.3,76,47.8,60.3,46,63.5,0,0,0,,0,0,8.9,5.8,346.5,1017,24.8,1.1,177.2,15.4,7,06:50:20,1606094420,17:24:39,1606132479,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,
2020-11-24,1606156200,75.6,48.7,61.4,75.6,48.7,61.4,46.9,62.5,0,0,0,,0,0,9.2,5.8,167.8,1016.5,51.3,1,156,13.5,6,06:51:08,1606180868,17:24:26,1606218866,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-25,1606242600,73.4,52.1,63.3,73.4,52.1,63.3,50.5,65.2,0,0,0,,0,0,13.4,6.9,69.6,1016.7,71,0.7,104.2,9,4,06:51:56,1606267316,17:24:15,1606305255,0.33,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-26,1606329000,76.4,59,66.6,76.4,59,66.6,53.6,65.4,0,0,0,,0,0,14.3,6.9,333.2,1018.9,55.2,1.4,146.2,12.6,6,06:52:44,1606353764,17:24:06,1606391646,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-11-27,1606415400,78.6,53.6,63.9,78.6,53.6,63.9,51.4,67,0,0,0,,0,0,18.1,8.9,269.6,1020.6,0,1.7,173.6,15.1,7,06:53:31,1606440211,17:23:58,1606478038,0.4,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote
2020-11-28,1606501800,77.9,53.4,63.3,77.9,53.4,63.3,49.7,64.7,0,0,0,,0,0,17,10.3,273.6,1019.7,0,1.6,174.5,15.3,7,06:54:19,1606526659,17:23:52,1606564432,0.43,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-29,1606588200,77.1,48.9,61.3,77.1,48.9,61.3,47.4,63.8,0,0,0,,0,0,12.1,5,285.8,1018.3,5.9,1.6,174.6,15.1,7,06:55:06,1606613106,17:23:47,1606650827,0.46,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-11-30,1606674600,77.2,48.2,60.5,77.2,48.2,60.5,48,66.8,0,0,0,,0,0,12.5,6.3,277.3,1017.3,3.8,1.2,170.1,14.6,7,06:55:53,1606699553,17:23:45,1606737225,0.5,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-01,1606761000,79.2,50.1,62.6,79.2,50.1,62.6,50.8,69.1,0,0,0,,0,0,11,5,273.3,1017.4,0,0.9,167.7,14.5,6,06:56:39,1606785999,17:23:43,1606823623,0.53,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-02,1606847400,79.1,51.1,63.5,79.1,51.1,63.5,50.2,65.9,0,0,0,,0,0,17.9,9.2,277.1,1015.4,0,1.1,169.2,14.6,6,06:57:25,1606872445,17:23:44,1606910024,0.57,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,
2020-12-03,1606933800,79.7,50,62.8,79.7,50,62.8,50.9,69,0,0,0,,0,0,10.5,5.8,256.9,1014.4,0,1,166.9,14.4,6,06:58:11,1606958891,17:23:46,1606996426,0.6,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-04,1607020200,81,50.9,63.2,81.2,50.9,63.3,51.5,69.4,0,0,0,,0,0,10.1,5.8,119.4,1013,6.9,0.9,164.5,14.2,6,06:58:56,1607045336,17:23:50,1607082830,0.64,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-05,1607106600,80.2,55.1,65.5,81,55.1,65.5,55.2,72,0,0,0,,0,0,17,10.3,103.3,1013,0,0.9,162.6,14,6,06:59:41,1607131781,17:23:55,1607169235,0.67,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-06,1607193000,81.1,56.3,66.8,81.3,56.3,66.8,56.6,72.8,0,0,0,,0,0,12.3,5.8,141.7,1015.4,2.7,0.9,161.8,14.2,6,07:00:25,1607218225,17:24:02,1607255642,0.71,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-07,1607279400,78.1,55.4,63.7,78.1,55.4,63.7,58.3,84.4,0,0,0,,0,0,16.8,6.9,262.2,1017.1,25,0.5,161.6,13.9,6,07:01:09,1607304669,17:24:11,1607342051,0.74,Partially cloudy,Clearing in the afternoon.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-08,1607365800,80,53.3,64.1,80.4,53.3,64.2,54.3,74.1,0,0,0,,0,0,11.4,5.8,324.8,1017.2,0.8,0.8,161.1,14,6,07:01:52,1607391112,17:24:21,1607428461,0.75,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-09,1607452200,82.4,53.3,65.1,81.5,53.3,65,54.1,71.4,0,0,0,,0,0,11.4,5.8,288.7,1015.4,1.6,1.2,160.2,14,6,07:02:34,1607477554,17:24:33,1607514873,0.81,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-10,1607538600,80.9,54.8,66.2,80.9,54.8,66.2,54.7,70,0,0,0,,0,0,12.3,4.7,276.1,1015,2,1.2,156.1,13.4,6,07:03:15,1607563995,17:24:46,1607601286,0.85,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-11,1607625000,75.6,55.2,64.9,75.6,55.2,64.9,56.5,76.3,0,0,0,,0,0,10.1,8.1,154.6,1014.9,43.2,1,142.1,12.2,6,07:03:56,1607650436,17:25:01,1607687701,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,
2020-12-12,1607711400,70.6,56.7,62.9,70.6,56.7,62.9,59.3,88.7,0,0,0,,0,0,15,6.9,265.2,1015.2,71.5,0.7,105.1,8.9,4,07:04:36,1607736876,17:25:17,1607774117,0.92,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-13,1607797800,67.4,52.3,58.2,67.4,52.3,58.2,53.9,87,0,0,0,,0,0,19,9.2,295.7,1015.9,25.7,1,162.7,13.9,6,07:05:15,1607823315,17:25:35,1607860535,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-14,1607884200,62.6,49,55.6,62.6,47.2,55.3,48.9,80,0,0,0,,0,0,19,8.1,304.4,1017.1,4,1.4,167.8,14.6,6,07:05:53,1607909753,17:25:55,1607946955,0,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-15,1607970600,64.1,43.1,53.5,64.1,42.1,53.1,47.3,81.6,0,0,0,,0,0,14.3,6.9,304.5,1019.1,1.4,1,168.8,14.6,7,07:06:30,1607996190,17:26:16,1608033376,0.02,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-16,1608057000,63.5,44.6,52,63.5,43.2,51.3,46.9,84.7,0,0,0,,0,0,19.2,8.1,276.9,1021,12.6,0.8,167.9,14.4,6,07:07:07,1608082627,17:26:38,1608119798,0.05,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-17,1608143400,58.1,41,48.4,58.1,35.2,46.1,44.3,86.8,0,0,0,,0,0,21,11.4,276.4,1020.3,16.6,1,168.8,14.5,7,07:07:42,1608169062,17:27:02,1608206222,0.08,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-18,1608229800,67.1,41,52.1,67.1,37.1,50.7,39.2,66.3,0,0,0,,0,0,21.5,11.4,265.3,1018.5,0,1.5,167.4,14.4,6,07:08:16,1608255496,17:27:27,1608292647,0.12,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-19,1608316200,71,42.8,53.9,71,40,53.3,41.5,65.7,0,0,0,,0,0,19.9,10.3,265.1,1019.1,1.7,1.3,167.4,14.4,6,07:08:49,1608341929,17:27:54,1608379074,0.15,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-20,1608402600,71.6,42.2,55.1,71.6,42.2,54.9,42.7,66.6,0,0,0,,0,0,18.3,9.2,276.9,1019.5,29.6,1.1,163.1,14,6,07:09:21,1608428361,17:28:22,1608465502,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-21,1608489000,72.1,45.8,56.6,72.1,45.8,56.5,46.3,71.3,0,0,0,,0,0,14.8,7.3,273.2,1017.4,37.1,1,144.1,12.3,6,07:09:52,1608514792,17:28:51,1608551931,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-22,1608575400,73.1,45.7,56.1,73.1,45.7,56.1,46.1,73.3,0,0,0,,0,0,12.8,7.1,288.9,1016.2,30.5,0.7,162.1,14,6,07:10:21,1608601221,17:29:21,1608638361,0.25,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-23,1608661800,72.5,43.2,56,72.5,43.2,56,47.5,76.6,0,0,0,,0,0,11.4,5.8,275.3,1015.4,9.6,0.7,166.3,14.4,6,07:10:50,1608687650,17:29:53,1608724793,0.28,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-24,1608748200,72.5,44,56.1,72.5,44,56.1,48,77.5,0,0,0,,0,0,13.9,5,274.2,1015.9,4.2,0.6,166.9,14.5,6,07:11:17,1608774077,17:30:26,1608811226,0.31,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-25,1608834600,70.8,44.3,55.7,70.8,44.3,55.5,46.5,75.4,0,0,0,,0,0,16.6,9.2,298,1017,2.5,0.9,167.4,14.5,6,07:11:43,1608860503,17:31:00,1608897660,0.34,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,
2020-12-26,1608921000,70.6,44.6,55,70.6,44.6,54.8,45.1,72.2,0,0,0,,0,0,17,6.9,274.5,1016.1,10.9,0.9,166.7,14.4,6,07:12:07,1608946927,17:31:35,1608984095,0.37,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-27,1609007400,69.8,46.1,57.8,69.8,46.1,57.8,48,72.5,0,0,0,,0,0,25.3,12.8,135.8,1013.8,36.7,0.7,164.5,14.3,6,07:12:30,1609033350,17:32:12,1609070532,0.41,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-28,1609093800,66.2,45.7,55.6,66.2,45.7,55.6,41,60.6,0,0,0,,0,0,19.2,9.1,308.9,1016.6,13.9,1.4,170.3,14.6,7,07:12:52,1609119772,17:32:49,1609156969,0.44,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-29,1609180200,63.6,42.4,51,63.6,41.1,50.3,42.1,73.9,0,0,0,,0,0,20.4,9.2,282.6,1017.7,0,1.3,169.6,14.5,6,07:13:12,1609206192,17:33:28,1609243408,0.47,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,
2020-12-30,1609266600,60.1,41,49.7,60.1,36.4,48.4,44.5,83.9,0,0,0,,0,0,16.8,6.9,283.2,1019.3,23.5,0.8,168.9,14.5,7,07:13:31,1609292611,17:34:07,1609329847,0.5,Partially cloudy,Clearing in the afternoon.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
2020-12-31,1609353000,61.6,42.7,48.8,61.6,40,48.1,45.5,89.4,0,0,0,,0,0,13.4,5.8,257.8,1018.5,56.3,0.4,164.6,14.3,6,07:13:48,1609379028,17:34:47,1609416287,0.54,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,
