name,datetime,log_temp,feelslike,log_precip,precipprob,precipcover,log_humidity,log_dew,log_windspeed,log_windgust,winddir,log_solarradiation,solarenergy,uvindex,cloudcover,log_pressure,visibility,snowdepth,severerisk,year,month,day,season_Dry,season_Wet
india,2018-01-01,4.0163830207523885,54.3,0.0,0,0,4.42484663185681,3.8979240810486444,1.916922612182061,2.5572273113676265,296.6,5.101694025043223,14.1,6,13.9,6.922939414307177,0.4,0,14,2018,1,1,True,False
india,2018-01-02,3.9945242269398897,52.8,0.0,0,0,4.460144413937834,3.906004933102583,1.916922612182061,2.6390573296152584,287.9,5.101694025043223,14.1,6,0.0,6.922939414307177,0.4,0,14,2018,1,2,True,False
india,2018-01-03,3.970291913552122,51.1,0.0,0,0,4.472780997942346,3.8877303128591016,2.066862759472976,2.7013612129514133,271.0,5.134621273877247,14.6,6,13.9,6.922939414307177,0.3,0,14,2018,1,3,True,False
india,2018-01-04,3.9627161197436642,51.1,0.0,0,0,4.468204330914934,3.8691155044168695,2.2082744135228043,2.4595888418037104,120.7,5.139907629800395,14.7,6,44.2,6.922939414307177,0.3,0,14,2018,1,4,True,False
india,2018-01-05,3.9889840465642745,52.1,0.0,0,0,4.406719247264253,3.8607297110405954,2.066862759472976,2.4595888418037104,112.3,5.123368564083496,14.4,6,3.8,6.922939414307177,0.5,0,14,2018,1,5,True,False
india,2018-01-06,3.9740583963475986,51.9,0.0,0,0,4.389498649512583,3.8308129500026027,2.066862759472976,2.667228206581955,277.4,5.136974216139274,14.5,6,4.9,6.922939414307177,0.4,0,14,2018,1,6,True,False
india,2018-01-07,4.00369019395397,53.1,0.0,0,0,4.308110951723713,3.8110970868381857,2.624668592163159,3.0726933146901194,270.6,5.160777952525975,15.1,7,8.3,6.922939414307177,0.9,0,14,2018,1,7,True,False
india,2018-01-08,4.009149716158869,53.6,0.0,0,0,4.264087336809195,3.7909846770510898,2.2082744135228043,2.8390784635086144,265.4,5.170483995038151,15.2,7,0.0,6.922939414307177,0.9,0,14,2018,1,8,True,False
india,2018-01-09,4.019980146933238,54.6,0.0,0,0,4.294560608892605,3.824284091120139,2.424802725718295,2.8507065015037334,274.3,5.17953383055807,15.3,7,0.0,6.922939414307177,0.8,0,14,2018,1,9,True,False
india,2018-01-10,4.056988775678332,56.2,0.0,0,0,4.237000862623624,3.824284091120139,2.72785282839839,3.122364924487357,269.7,5.186826990514674,15.4,7,0.0,6.922939414307177,1.0,0,14,2018,1,10,True,False
india,2018-01-11,4.05871738457895,56.2,0.0,0,0,4.216562194946349,3.8155121050473024,2.6946271807700692,3.1612467120315646,270.7,5.182345190295616,15.3,7,0.0,6.922939414307177,1.1,0,14,2018,1,11,True,False
india,2018-01-12,4.084294226368599,58.2,0.0,0,0,4.1588830833596715,3.8155121050473024,2.341805806147327,2.975529566236472,267.3,5.155024196721561,14.9,7,21.0,6.922939414307177,1.2,0,14,2018,1,12,True,False
india,2018-01-13,4.074141854904581,57.8,0.0,0,0,4.200204952921578,3.8133070324889884,2.468099531471619,2.8678989020441064,289.3,5.1973914479580765,15.6,7,1.1,6.922939414307177,1.1,0,14,2018,1,13,True,False
india,2018-01-14,4.072439726834051,57.6,0.0,0,0,4.154184562578117,3.7864597824528,2.424802725718295,2.9391619220655967,266.8,5.202356975402125,15.6,7,0.0,6.922939414307177,1.2,0,14,2018,1,14,True,False
india,2018-01-15,4.060443010546419,56.8,0.0,0,0,4.26549281841793,3.8480176754522337,2.70805020110221,3.0819099697950434,279.6,5.215479088239032,15.8,7,0.0,6.922939414307177,1.0,0,14,2018,1,15,True,False
india,2018-01-16,4.09933210373314,58.6,0.0,0,0,4.091005660956586,3.784189633918261,2.322387720290225,2.8903717578961645,275.4,5.230038525794742,16.1,7,0.0,6.922939414307177,1.4,0,14,2018,1,16,True,False
india,2018-01-17,4.075841090657541,57.5,0.0,0,0,4.273884476054178,3.8732821771117156,2.322387720290225,2.8791984572980396,113.4,5.190732155868099,15.6,7,0.0,6.922939414307177,0.9,0,14,2018,1,17,True,False
india,2018-01-18,4.143134726391533,62.0,0.0,0,0,4.3067641501733345,3.960813169597578,2.2082744135228043,2.517696472610991,272.0,5.192401140956488,15.6,7,0.0,6.922939414307177,0.7,0,14,2018,1,18,True,False
india,2018-01-19,4.097672352314776,59.1,0.0,0,0,4.394449154672439,3.9684033388642534,2.424802725718295,2.8903717578961645,276.4,5.21057845224003,15.6,7,4.9,6.922939414307177,0.5,0,14,2018,1,19,True,False
india,2018-01-20,4.05871738457895,56.4,0.0,0,0,4.308110951723713,3.871201010907891,2.624668592163159,3.0204248861443626,274.0,5.238036435663107,16.2,7,13.9,6.922939414307177,0.7,0,14,2018,1,20,True,False
