datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations/0,stations/1,stations/2,stations/3,stations/4,source,stations/5,stations/6,severerisk
2021-09-01,1630434600,80.6,73.4,78.3,88.1,73.4,79.9,77.7,98.2,4.116,100,12.5,rain,0,0,13.6,12.8,60.3,1007.4,94.8,1.6,87,7.4,4,05:59:07,1630456147,18:42:47,1630501967,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-02,1630521000,89.6,75.2,81.8,115.2,75.2,91.2,79.2,92.3,1.572,100,4.17,rain,0,0,14.5,8.1,97.3,1005.1,86.1,1.8,193.3,16.7,7,05:59:37,1630542577,18:41:39,1630588299,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-03,1630607400,93.2,78.8,84.7,110.9,78.8,94.9,79,84.3,0.207,100,12.5,rain,0,0,18.1,9.2,144.7,1003.5,82.9,2.1,181.8,15.7,7,06:00:07,1630629007,18:40:30,1630674630,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-04,1630693800,89.6,78.8,82.6,111.4,78.8,91.1,79.1,89.6,0,0,0,,0,0,20.8,9.2,156.4,1003.4,79.7,2.2,144.2,12.4,5,06:00:36,1630715436,18:39:21,1630760961,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-05,1630780200,92.6,80.1,86.1,111.6,86.2,100.4,79.9,82.7,0.016,100,4.17,rain,0,0,11.6,7,185.6,1003.3,68.7,2.2,191.4,16.5,8,06:01:06,1630801866,18:38:11,1630847291,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-06,1630866600,95,82.4,88.1,122.7,93.9,107.3,82,83.2,0.204,100,4.17,rain,0,0,11.2,6.7,103.3,1004.7,65,2.1,220.1,18.9,7,06:01:36,1630888296,18:37:02,1630933622,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-07,1630953000,91.9,80.6,85.7,111.8,87.1,101.4,81.1,86.8,0.175,100,4.17,rain,0,0,19,10.3,95.1,1006,78.4,2,154.3,13.2,6,06:02:05,1630974725,18:35:51,1631019951,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-08,1631039400,90.4,80.6,84.9,108.1,89.3,97.2,79.3,84.3,0,0,0,,0,0,27.1,11.4,89.8,1005.1,69.9,2.2,184.9,16.1,7,06:02:34,1631061154,18:34:41,1631106281,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-09,1631125800,92,82.2,85.6,115.2,91.7,100.2,80.1,84.1,0.17,100,4.17,rain,0,0,21.7,11.1,90,1003.9,72.9,2.1,166.7,14.3,8,06:03:04,1631147584,18:33:30,1631192610,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2021-09-10,1631212200,90.8,77,83,115.2,77,94,79.9,91,0.435,100,12.5,rain,0,0,25.3,12.8,85.5,1003.8,88.6,1.8,168.9,14.6,6,06:03:33,1631234013,18:32:19,1631278939,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-11,1631298600,79.1,75.2,77.2,79.1,75.2,77.2,76.5,98,5,100,20.83,rain,0,0,23.7,11.4,87.2,1003.9,97.1,1.3,75.5,6.5,4,06:04:02,1631320442,18:31:08,1631365268,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-12,1631385000,91.3,75.2,80.2,111.4,75.2,86.8,78.4,94.6,0.038,100,4.17,rain,0,0,23,11.4,110.2,1002.3,91.1,1.8,129.8,11.1,6,06:04:32,1631406872,18:29:56,1631451596,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-13,1631471400,91.4,77,81.8,111.4,77,89.8,79.6,93.5,0.073,100,4.17,rain,0,0,32.2,14.7,105,1002.5,83.6,1.6,145.6,12.6,6,06:05:01,1631493301,18:28:44,1631537924,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-14,1631557800,94.5,75.2,83.8,118.3,75.2,94.2,78.7,85.6,0.027,100,8.33,rain,0,0,24.6,12.7,50.1,1004.7,75,1.9,207.7,17.8,7,06:05:30,1631579730,18:27:32,1631624252,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-15,1631644200,94.4,78.5,85.5,117.1,78.5,96.9,78.5,80.6,0,0,0,,0,0,19.7,11.4,120.3,1005.7,59.8,2.7,203,17.5,7,06:05:59,1631666159,18:26:20,1631710580,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-16,1631730600,84.2,75.2,79.2,100.7,75.2,83,77.2,93.7,0.479,100,8.33,rain,0,0,16.3,6.9,135.5,1004.7,83.5,2.1,168.1,14.5,8,06:06:29,1631752589,18:25:08,1631796908,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-17,1631817000,88.6,76.5,81.9,105.1,76.5,88.6,76.3,83.6,0,0,0,,0,0,27.5,10.3,67.3,1003.7,83.9,2.3,132,11.5,5,06:06:58,1631839018,18:23:56,1631883236,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-18,1631903400,92.3,77,83.5,115.5,77,93.3,78.4,85.1,0,0,0,,0,0,22.8,9.2,94.2,1005.5,62.6,2.1,209.3,18,7,06:07:28,1631925448,18:22:44,1631969564,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-19,1631989800,93,78.8,85.9,112.6,78.8,98.1,78.8,80.3,0,0,0,,0,0,18.3,9.2,123,1007.2,45,2.3,195.9,16.6,7,06:07:57,1632011877,18:21:32,1632055892,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-20,1632076200,94.4,80.6,86.2,111.3,87.9,99.3,79.2,80.8,0,0,0,,0,0,15.9,9.2,127.4,1006.3,49.7,2.2,207.3,18,7,06:08:27,1632098307,18:20:20,1632142220,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-09-21,1632162600,95.2,80.6,85.3,114.3,87.1,98.3,79.2,82.8,0.136,100,4.17,rain,0,0,18.3,9.2,126.5,1005.2,60.8,2.4,195,16.7,7,06:08:56,1632184736,18:19:07,1632228547,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-22,1632249000,88.3,77,81.6,100.3,77,88.6,78.1,89.4,0.004,100,4.17,rain,0,0,20.8,9.7,106.6,1005,87.9,2.1,117.2,10.2,6,06:09:26,1632271166,18:17:55,1632314875,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-23,1632335400,90,77,82.2,111.8,77,89.9,77.8,87,0.031,100,4.17,rain,0,0,20.8,10.3,120,1006.5,78.4,2.1,182.2,15.7,7,06:09:56,1632357596,18:16:43,1632401203,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2021-09-24,1632421800,93.2,76.9,82.7,110.3,76.9,90.8,77.7,85.5,0.136,100,4.17,rain,0,0,24.4,9.2,81.8,1007.5,76.4,2.1,168.3,14.8,7,06:10:26,1632444026,18:15:31,1632487531,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-25,1632508200,90.4,78,83.7,105.6,78,92.7,78.4,84.7,0,0,0,,0,0,15.4,5.8,66.5,1006.3,70.5,2,210.4,18.2,8,06:10:56,1632530456,18:14:19,1632573859,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-26,1632594600,91,77,82.6,108.1,77,91.2,78.7,88.6,0,0,0,,0,0,20.1,9.2,73.6,1006.1,78.7,1.7,175.7,15.4,7,06:11:27,1632616887,18:13:08,1632660188,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-27,1632681000,92.5,78.8,85.3,107.8,78.8,96.8,79,82.3,0,0,0,,0,0,15.2,5.8,76.3,1006.5,61,1.8,210.7,18.2,7,06:11:57,1632703317,18:11:56,1632746516,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-28,1632767400,93.5,78.8,86.5,112.3,78.8,99.7,79.2,79.9,0,0,0,,0,0,21.7,10.3,88.6,1007.1,52.3,2.2,206.8,17.9,7,06:12:28,1632789748,18:10:45,1632832845,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-29,1632853800,93.9,80.6,86.3,110.8,88.1,99,78.8,79.6,0,0,0,,0,0,23.7,10.3,86.8,1008.5,56.7,2.4,211.5,18.2,8,06:12:59,1632876179,18:09:34,1632919174,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-09-30,1632940200,93.8,78.8,85.5,110.9,78.8,97.5,78.6,80.6,0,0,0,,0,0,13.6,6.9,119.7,1009.7,55,2.1,202.9,17.4,7,06:13:30,1632962610,18:08:23,1633005503,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-01,1633026600,91.4,80.6,85.3,108.1,86.1,97.7,78.6,81.1,0.068,100,4.17,rain,0,0,23,7.1,223.5,1009.2,48.7,1.8,198.6,17.2,7,06:14:01,1633049041,18:07:13,1633091833,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-02,1633113000,94.8,80.6,86.5,110.3,88.7,99.6,79.2,80.5,0,0,0,,0,0,15.4,9.2,291.3,1007.9,43.6,2.1,193.6,16.6,7,06:14:33,1633135473,18:06:03,1633178163,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-03,1633199400,96.4,80.6,86.4,117.1,88.1,99.3,78.7,79,0.034,100,4.17,rain,0,0,20.8,11.4,254.2,1005.9,52.5,2.3,199.2,17,7,06:15:05,1633221905,18:04:53,1633264493,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-04,1633285800,96.7,80.2,87,108.3,86.2,96.8,76.3,72.5,0,0,0,,0,0,14.5,9.2,245.9,1005.6,61.1,2.5,211.5,18.2,8,06:15:37,1633308337,18:03:44,1633350824,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-05,1633372200,94.8,80.6,85.6,109.3,86.1,94.7,76,74.3,0.034,100,4.17,rain,0,0,12.1,10.3,247.3,1008.2,73,2.2,183.3,15.9,7,06:16:09,1633394769,18:02:35,1633437155,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-06,1633458600,94.2,78.8,85.1,104.9,78.8,92,76.2,76.9,0,0,0,,0,0,13.6,8.8,254,1008.6,51.5,2.2,206.7,17.8,7,06:16:42,1633481202,18:01:26,1633523486,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-07,1633545000,92.7,77.5,83.8,100.8,77.5,89.5,74.2,74.6,0,0,0,,0,0,15.2,10.3,281.9,1007.3,27.2,1.9,222.9,19.4,8,06:17:15,1633567635,18:00:18,1633609818,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-08,1633631400,94.8,76.2,84,98.7,76.2,86.1,70.1,67,0,0,0,,0,0,14.3,11.4,273.9,1006.2,1.3,2.1,224.5,19.3,8,06:17:48,1633654068,17:59:11,1633696151,0.06,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-09,1633717800,96,74.8,84.5,97.8,74.8,85.6,67.5,61.2,0,0,0,,0,0,12.5,9.2,266.7,1006.4,0.3,2.2,227.7,19.7,8,06:18:22,1633740502,17:58:04,1633782484,0.1,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-10,1633804200,96.4,74.9,84.5,99.3,74.9,85.9,67.4,60.4,0,0,0,,0,0,10.5,9.2,266.1,1007,0.3,2.3,224.9,19.4,8,06:18:56,1633826936,17:56:58,1633868818,0.13,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-11,1633890600,97.7,74.8,85,101.2,74.8,85.9,66.3,57.9,0,0,0,,0,0,11.9,6.9,295.1,1006.6,6.8,2.6,226.4,19.6,8,06:19:30,1633913370,17:55:52,1633955152,0.17,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-12,1633977000,96.6,74.9,84.1,97.6,74.9,84.6,66.2,60.3,0,0,0,,0,0,11.9,8.1,298.6,1006.9,0.7,2.2,225.7,19.5,8,06:20:05,1633999805,17:54:47,1634041487,0.21,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-13,1634063400,92.2,72.8,82.4,90.7,72.8,82,60.6,51.7,0,0,0,,0,0,18.1,11.4,307.5,1007.9,0,2,230.3,19.9,8,06:20:40,1634086240,17:53:42,1634127822,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-14,1634149800,92.3,68,78.8,89.6,68,78.2,58.4,55,0,0,0,,0,0,23,12.8,290.1,1007.6,0,2,227.8,19.8,8,06:21:15,1634172675,17:52:38,1634214158,0.28,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2021-10-15,1634236200,92.9,68,79.4,94.1,68,79.5,62.2,59.2,0,0,0,,0,0,12.5,6.6,248.4,1005.5,0,2,223.2,19.2,8,06:21:51,1634259111,17:51:35,1634300495,0.31,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-16,1634322600,92.1,70.2,81.2,100,70.2,82.6,67.4,66.1,0,0,0,,0,0,11,4.7,302.2,1005.7,9.4,1.4,216.8,18.7,8,06:22:27,1634345547,17:50:33,1634386833,0.35,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-17,1634409000,86,71.6,77,97.1,71.6,78.6,72.8,87.2,1.759,100,16.67,rain,0,0,28.9,17.2,65.9,1007.5,86.9,1.3,149.3,13,5,06:23:04,1634431984,17:49:31,1634473171,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-18,1634495400,74,68,71.4,74,68,71.4,69.9,94.9,1.649,100,16.67,rain,0,0,16.6,9.2,17.1,1006.6,88,1.8,34,2.9,2,06:23:41,1634518421,17:48:30,1634559510,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-19,1634581800,87.1,69.6,76.6,91.4,69.6,78.1,70.3,82.4,0,0,0,,0,0,20.8,12.8,280.7,1007.8,37.4,2,201.9,17.4,7,06:24:18,1634604858,17:47:30,1634645850,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-20,1634668200,87.9,69.8,77.3,90,69.8,77.8,67,73.2,0,0,0,,0,0,17.2,10.3,267.3,1010.9,6.9,1.9,215.3,18.5,8,06:24:56,1634691296,17:46:31,1634732191,0.5,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-21,1634754600,89.6,64,76.7,87.3,64,76.2,57.5,55.8,0,0,0,,0,0,20.8,11.3,281.4,1010.6,1.3,2.3,220.2,19,8,06:25:34,1634777734,17:45:33,1634818533,0.52,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-22,1634841000,89.6,66,77.6,91.8,66,78.3,62.2,60.6,0,0,0,,0,0,20.6,11.4,245.3,1010.7,0,2.3,215,18.5,8,06:26:13,1634864173,17:44:35,1634904875,0.55,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-23,1634927400,89.2,67.6,77.2,91,67.6,77.3,63.9,66.9,0,0,0,,0,0,13,8.1,119.2,1012.4,25,2.2,208.8,18.1,8,06:26:52,1634950612,17:43:39,1634991219,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-24,1635013800,87,66.2,74.8,89.2,66.2,75.1,64.8,73.5,0.944,100,8.33,rain,0,0,17.9,11.4,88.1,1013.9,77,1.9,161.3,13.9,7,06:27:32,1635037052,17:42:44,1635077564,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-25,1635100200,82.4,63.3,72.1,83.5,63.3,72.2,64.5,78.8,0,0,0,,0,0,14.1,11.4,305.4,1014.7,24.5,2,188.3,16.2,7,06:28:12,1635123492,17:41:49,1635163909,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-26,1635186600,81,63.7,72,81.6,63.7,72,61.2,71.7,0,0,0,,0,0,16.6,11.4,278,1014,0,1.7,208.5,18.1,8,06:28:52,1635209932,17:40:56,1635250256,0.69,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-27,1635273000,82.4,61.3,71.5,82.1,61.3,71.5,59.5,68.7,0,0,0,,0,0,16.3,9.2,260.7,1015.5,0,1.5,207,18,7,06:29:33,1635296373,17:40:03,1635336603,0.72,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-28,1635359400,82.2,61.4,71.5,81.4,61.4,71.4,58.3,67.3,0,0,0,,0,0,15.2,8.1,267.1,1015.7,0,1.8,206.8,18,8,06:30:14,1635382814,17:39:12,1635422952,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-29,1635445800,84.2,61.7,72.4,84.4,61.7,72.5,60.2,68,0,0,0,,0,0,11.9,5.8,318.7,1017,0,1.6,206,18,7,06:30:56,1635469256,17:38:22,1635509302,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-10-30,1635532200,84.8,62.2,72.2,83.4,62.2,72.1,58.2,64.3,0,0,0,,0,0,20.4,10.3,287,1016.5,0,1.7,207.1,18,8,06:31:38,1635555698,17:37:33,1635595653,0.82,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-10-31,1635618600,84.2,63.8,72.4,83.7,63.8,72.5,59.2,64.8,0,0,0,,0,0,16.6,7.9,259.5,1014.4,1.3,1.7,203.8,17.7,7,06:32:21,1635642141,17:36:45,1635682005,0.85,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-01,1635705000,86.4,60,71.8,84.4,60,71.5,55.5,61,0,0,0,,0,0,12.1,6.9,114.7,1013.8,0,1.8,201.4,17.3,7,06:33:04,1635728584,17:35:59,1635768359,0.88,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-02,1635791400,84.6,61.1,72.4,84.3,61.1,72.4,57.7,62.9,0,0,0,,0,0,17.9,9.2,125,1015.1,6.3,1.6,195.6,16.9,7,06:33:47,1635815027,17:35:13,1635854713,0.91,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-11-03,1635877800,86,63.6,72.4,86,63.6,72.5,61.2,70.1,0,0,0,,0,0,13.2,5.8,110.3,1014.9,40.9,1.4,192.5,16.7,7,06:34:31,1635901471,17:34:29,1635941069,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-04,1635964200,80.6,62.2,69.8,82.1,62.2,69.9,62.6,79.1,0,0,0,,0,0,10.1,5.8,274.4,1014.2,2.1,0.8,184,15.9,7,06:35:15,1635987915,17:33:46,1636027426,0.98,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-05,1636050600,78.4,62.2,69,78.4,62.2,69,61.9,80.4,0,0,0,,0,0,11.4,5.8,263.7,1014,27.8,0.5,189.2,16.4,7,06:36:00,1636074360,17:33:05,1636113785,0,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-06,1636137000,81.4,61.4,69.6,81.8,61.4,69.6,59.3,71.7,0,0,0,,0,0,20.6,7.2,280.8,1012.5,9.3,0.6,194.7,17,7,06:36:45,1636160805,17:32:24,1636200144,0.05,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-07,1636223400,83.4,61.2,69.8,82.3,61.2,69.7,58.3,70.4,0,0,0,,0,0,17.7,6.9,284.7,1012.2,1,0.8,194.2,16.8,7,06:37:30,1636247250,17:31:45,1636286505,0.08,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-08,1636309800,82.4,59.5,69.8,81.6,59.5,69.7,55,62.8,0,0,0,,0,0,17,7.7,306.7,1014.1,2.3,0.9,194.2,16.9,7,06:38:16,1636333696,17:31:08,1636372868,0.12,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-09,1636396200,82.4,59.6,70.5,81.4,59.6,70.3,53.9,59.2,0,0,0,,0,0,15.9,8.1,305.4,1014.8,13.1,0.9,192.3,16.7,7,06:39:02,1636420142,17:30:32,1636459232,0.15,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-10,1636482600,84.2,59.7,70.8,85.7,59.7,70.7,56.3,63.4,0,0,0,,0,0,14.1,6.6,278.3,1014,7.9,0.9,191.9,16.7,7,06:39:48,1636506588,17:29:57,1636545597,0.19,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-11-11,1636569000,76.9,58.5,66.9,76.9,58.5,66.9,56.5,71.6,0,0,0,,0,0,10.5,5.8,281.8,1013.8,8.6,0.8,190.4,16.2,7,06:40:35,1636593035,17:29:24,1636631964,0.25,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-12,1636655400,79.8,57.9,67.5,79.8,57.9,67.5,58.6,75.4,0,0,0,,0,0,13.2,5.8,289.7,1014.2,1.3,0.5,189.3,16.2,7,06:41:22,1636679482,17:28:52,1636718332,0.25,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-13,1636741800,80.6,56,67.4,79.9,56,67.3,52,63.8,0,0,0,,0,0,14.3,5.8,300.3,1014.1,0,0.8,188.9,16.2,7,06:42:09,1636765929,17:28:21,1636804701,0.29,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-14,1636828200,80.3,54.9,66.8,79.2,54.9,66.7,48.4,56.7,0,0,0,,0,0,10.3,5.8,281.3,1013.2,0,1.1,189.1,16.1,7,06:42:56,1636852376,17:27:53,1636891073,0.32,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-15,1636914600,78.5,54.8,66.1,78.5,54.8,66.1,50.5,61.1,0,0,0,,0,0,13.2,4.8,276.1,1012.5,0,1,186.8,16.1,7,06:43:44,1636938824,17:27:25,1636977445,0.36,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2021-11-16,1637001000,79.4,53.2,65.4,79.4,53.2,65.4,50.7,63.1,0,0,0,,0,0,12.1,6.9,282.6,1013.4,0,0.9,187.1,16.1,7,06:44:32,1637025272,17:26:59,1637063819,0.39,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2021-11-17,1637087400,79.2,53.2,64.6,79.2,53.2,64.6,50.4,63.4,0,0,0,,0,0,10.7,5.8,64.2,1015.6,9.5,0.9,184.4,16,7,06:45:19,1637111719,17:26:35,1637150195,0.43,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
