datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations/0,stations/1,stations/2,stations/3,stations/4,source,stations/5,stations/6,severerisk
2022-09-14,1663093800,89.6,78.8,83.4,101.1,78.8,90.6,75.8,78.7,0.372,100,8.33,rain,0,0,30.9,13,77.4,1004.3,76.8,2.1,109.3,9.2,5,06:05:24,1663115724,18:27:51,1663160271,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-15,1663180200,86.1,75.2,79.5,100.1,75.2,82.5,77.1,92.7,0.209,100,16.67,rain,0,0,23,9.3,61.5,1002.4,92.3,1.8,67.4,5.6,5,06:05:53,1663202153,18:26:39,1663246599,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-16,1663266600,78.8,75.2,76.6,78.8,75.2,76.6,75.5,96.6,0.327,100,12.5,rain,0,0,15.2,9.3,354.4,1000.4,97.1,1.5,51.7,4.4,3,06:06:22,1663288582,18:25:26,1663332926,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-17,1663353000,91.7,75.2,83.2,107.8,75.2,90.1,76.6,82.2,0,0,0,,0,0,15.2,6.9,277.3,1002.5,63.7,2,197.6,17,7,06:06:52,1663375012,18:24:14,1663419254,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-18,1663439400,95,77.5,85.2,104.1,77.5,91.1,75,73.6,0,0,0,,0,0,19.2,5.8,318.3,1005.5,38.4,2,224.5,19.3,8,06:07:21,1663461441,18:23:02,1663505582,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-19,1663525800,91.4,79.6,84.8,106.6,79.6,93.4,76.3,77.4,0.204,100,4.17,rain,0,0,14.8,8.1,336,1005.9,63.4,1.8,161.9,14,6,06:07:51,1663547871,18:21:50,1663591910,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-20,1663612200,92.3,79,83.9,104.9,79,91.6,75.6,77.1,0.007,100,4.17,rain,0,0,12.1,6.9,46.1,1005.8,71.7,1.9,174.3,15.3,7,06:08:20,1663634300,18:20:38,1663678238,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-21,1663698600,90,77.6,80.8,105,77.6,84.6,76.4,87.2,0.134,100,4.17,rain,0,0,17,10.3,66,1005.7,87.9,1.8,114.5,10,6,06:08:50,1663720730,18:19:25,1663764565,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-22,1663785000,81.9,76.3,77.7,90.3,76.3,78.6,76.4,96,1.928,100,16.67,rain,0,0,21.9,10.3,23.1,1005.2,96.3,1.5,101.2,8.8,5,06:09:20,1663807160,18:18:13,1663850893,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-23,1663871400,80.6,75.2,77,89.3,75.2,78,76.5,98.2,1.87,100,20.83,rain,0,0,26.4,8.1,57,1003.8,100,1.3,68.9,5.9,3,06:09:49,1663893589,18:17:01,1663937221,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-24,1663957800,80.6,75.9,77.5,89.3,75.9,77.9,76.6,97.2,0.78,100,20.83,rain,0,0,21.9,12.8,93,1002.1,99.7,1.2,39,3.4,2,06:10:19,1663980019,18:15:49,1664023549,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-25,1664044200,86,76.5,80.7,95.5,76.5,84.8,75.4,84.8,0,0,0,,0,0,19.2,6.9,233.2,1005.1,78.9,2.2,188.8,16.4,6,06:10:50,1664066450,18:14:37,1664109877,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-26,1664130600,90.1,76.5,82.5,101.8,76.5,88.4,76.2,82.4,0,0,0,,0,0,18.6,8.1,307.1,1008.7,44.2,1.7,210.5,18.3,7,06:11:20,1664152880,18:13:26,1664196206,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-27,1664217000,91.4,75.9,83.5,100,75.9,88.1,74.5,76.6,0,0,0,,0,0,18.3,6.9,282.8,1007.7,37.5,1.9,227.9,19.5,8,06:11:50,1664239310,18:12:14,1664282534,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-28,1664303400,93.2,76.9,84.5,100.5,76.9,89.5,73.3,71.1,0,0,0,,0,0,15.7,8.1,288.2,1006.4,20,1.9,220.9,19.2,8,06:12:21,1664325741,18:11:03,1664368863,0.08,Clear,Partly cloudy throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-29,1664389800,91.9,77,83.9,98.9,77,89,73.1,71.6,0,0,0,,0,0,17.7,9.2,301.7,1006.3,16.4,1.7,221.6,19,8,06:12:52,1664412172,18:09:52,1664455192,0.12,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-09-30,1664476200,92.5,76.9,84,102.8,76.9,89.4,74,73.5,0,0,0,,0,0,19.5,8.1,291,1006.7,28.3,1.6,228.7,19.9,8,06:13:23,1664498603,18:08:41,1664541521,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-01,1664562600,91.7,77,84.3,98.7,77,88.7,73.1,72,0,0,0,,0,0,20.1,8.1,302,1005.8,12.2,1.6,224.4,19.3,8,06:13:54,1664585034,18:07:30,1664627850,0.19,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-02,1664649000,94.6,76.7,85,99,76.7,88.5,70.9,65.2,0,0,0,,0,0,21,10.3,284.6,1006.1,6.4,1.6,227.6,19.7,8,06:14:26,1664671466,18:06:20,1664714180,0.23,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2022-10-03,1664735400,93.4,75.2,84.2,96.6,75.2,86.3,67.7,59.5,0,0,0,,0,0,22.1,15.1,283.4,1007.1,9.4,2,234.1,20.2,8,06:14:58,1664757898,18:05:10,1664800510,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-04,1664821800,92.9,75.2,84.3,100.8,75.2,88.6,70.5,64.7,0,0,0,,0,0,11.6,6.9,289.2,1008.6,23.5,1.8,208.7,17.8,7,06:15:30,1664844330,18:04:01,1664886841,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2022-10-05,1664908200,92.3,78,83.7,102.5,78,88.6,72.4,69.8,0,0,0,,0,0,13.4,5.8,70,1007.9,50.5,1.3,191.9,16.7,6,06:16:02,1664930762,18:02:52,1664973172,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-06,1664994600,85.8,75.1,78.8,93,75.1,80.4,71.3,78.3,0,0,0,,0,0,17.2,10.3,104.5,1009.2,61.5,1.9,183.6,16,7,06:16:35,1665017195,18:01:43,1665059503,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-07,1665081000,79.2,73.4,75.9,79.2,73.4,75.9,72.4,88.9,0.011,100,8.33,rain,0,0,18.8,9.4,83.5,1009.8,94.8,1.6,57.4,4.9,3,06:17:07,1665103627,18:00:35,1665145835,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote,
2022-10-08,1665167400,75.3,69.8,72.6,75.3,69.8,72.6,72.1,98.3,2.903,100,25,rain,0,0,18.3,11.4,77.6,1010.6,99.5,1.1,19.2,1.7,1,06:17:41,1665190061,17:59:28,1665232168,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2022-10-09,1665253800,75.2,69.8,71.6,75.2,69.8,71.6,71.2,99,1.174,100,25,rain,0,0,17.4,11.4,56.8,1010,100,0.9,27.5,2.2,2,06:18:14,1665276494,17:58:21,1665318501,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2022-10-10,1665340200,75.2,68.6,71.7,75.2,68.6,71.7,70.8,97.2,0.38,100,20.83,rain,0,0,14.3,9.2,70.7,1011.7,100,1.4,105,9.1,4,06:18:48,1665362928,17:57:14,1665404834,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-11,1665426600,84.2,70.8,76.7,92.4,70.8,78.3,72.3,87.2,0.245,100,8.33,rain,0,0,13.6,5.8,147.3,1009.9,82.5,1.6,121.2,10.5,5,06:19:22,1665449362,17:56:08,1665491168,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-12,1665513000,86,69.8,77.6,89.4,69.8,78.9,71,81.7,0,0,0,,0,0,13.6,5.8,280.6,1011.2,50,1.2,182.6,15.8,7,06:19:57,1665535797,17:55:03,1665577503,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-13,1665599400,87,68.7,77.6,91.1,68.7,78.2,67.5,73.6,0,0,0,,0,0,16.6,8.1,281.8,1012.3,8.1,1.7,217.8,18.6,8,06:20:32,1665622232,17:53:58,1665663838,0.61,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote,
2022-10-14,1665685800,87.5,69.7,77.8,89.6,69.7,78.4,66.9,71.6,0,0,0,,0,0,16.1,8.1,285.7,1012.1,0.4,1.7,223.5,19.2,8,06:21:07,1665708667,17:52:54,1665750174,0.64,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-15,1665772200,89.6,69.8,78.4,89.6,69.8,79,66.5,69.8,0,0,0,,0,0,15.4,8.1,292.6,1011.4,3.3,1.4,222.9,19.2,8,06:21:43,1665795103,17:51:51,1665836511,0.67,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-16,1665858600,89.6,67.2,77.6,90.3,67.2,78,65.6,70.2,0,0,0,,0,0,8.9,4.9,282.1,1013.5,0.1,1.3,220.4,19.1,8,06:22:19,1665881539,17:50:48,1665922848,0.71,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,remote,,
2022-10-17,1665945000,88.9,66.8,77.8,89.5,66.8,77.8,63.7,66.3,0,0,0,,0,0,12.3,6.4,263.9,1013.5,0,1.5,218.7,19,8,06:22:55,1665967975,17:49:46,1666009186,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote,
2022-10-18,1666031400,91.4,67.2,78.3,89.1,67.2,77.9,60.1,57.9,0,0,0,,0,0,11,4.7,252.4,1012.1,0,1.6,219.9,19.1,8,06:23:32,1666054412,17:48:45,1666095525,0.77,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote,
2022-10-19,1666117800,91.4,67.4,79.7,90.6,67.4,79.3,58.3,50.9,0,0,0,,0,0,8.3,5.8,202.3,1011.7,0.2,1.9,215.1,18.6,8,06:24:10,1666140850,17:47:45,1666181865,0.8,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-20,1666204200,92,66.8,79.2,92.3,66.8,78.8,59.3,54.2,0,0,0,,0,0,8.9,4.7,118.7,1013.4,15.2,1.9,211.2,18,8,06:24:47,1666227287,17:46:46,1666268206,0.83,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-21,1666290600,90.4,67.9,79.1,88.6,67.9,78.6,59.7,55.4,0,0,0,,0,0,11.2,4.7,272.9,1015.7,23.3,1.7,213.8,18.4,8,06:25:25,1666313725,17:45:47,1666354547,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2022-10-22,1666377000,87.8,68,77.4,87.3,68,77.1,59.3,56.9,0,0,0,,0,0,12.5,8.1,279.2,1016.9,2.5,1.7,212.3,18.2,8,06:26:04,1666400164,17:44:50,1666440890,0.9,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-23,1666463400,87.8,63.3,75.1,86.1,63.3,74.6,56,55.1,0,0,0,,0,0,11.6,5.8,275.6,1015.8,0,1.6,214.7,18.3,8,06:26:43,1666486603,17:43:53,1666527233,0.93,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-24,1666549800,87.8,64,74.4,85.7,64,74.2,58.3,60.2,0,0,0,,0,0,15,6.9,278.8,1011.1,0,1.4,213.7,18.3,8,06:27:22,1666573042,17:42:57,1666613577,0.96,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-25,1666636200,86,63.1,74.7,84.1,63.1,74.4,55.6,53.7,0,0,0,,0,0,19.2,10.3,274.2,1009.4,0,1.6,215.2,18.5,8,06:28:02,1666659482,17:42:03,1666699923,0,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-26,1666722600,88.1,63.5,75.3,87.1,63.5,75.1,59.4,61,0,0,0,,0,0,9.4,4.7,276.8,1013.1,0,1.4,208.7,18,8,06:28:43,1666745923,17:41:09,1666786269,0.03,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-27,1666809000,87.8,64,75.8,86.4,64,75.3,58.8,59.8,0,0,0,,0,0,9.8,5.8,284.6,1013.2,3.4,1.4,205.8,17.9,7,06:29:23,1666832363,17:40:17,1666872617,0.06,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-28,1666895400,86.1,63.8,75.1,86.7,63.8,75.2,61.2,64.6,0,0,0,,0,0,9.2,3.4,18.6,1013.3,0,1.1,202.4,17.3,7,06:30:05,1666918805,17:39:25,1666958965,0.1,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-29,1666981800,86.8,64.9,74.9,86.1,64.9,74.8,62,68.3,0,0,0,,0,0,11,5.7,278.2,1014.4,5.2,1.1,204.3,17.7,7,06:30:46,1667005246,17:38:35,1667045315,0.14,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-30,1667068200,86,63.9,74,86.1,63.9,73.9,59,62.1,0,0,0,,0,0,14.1,5.8,265.5,1014.6,1.7,1.2,202.2,17.3,7,06:31:28,1667091688,17:37:45,1667131665,0.17,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-10-31,1667154600,86,63.8,74,86.1,63.8,74,60.6,66.1,0,0,0,,0,0,9.8,4,250.4,1014.3,0.8,1.1,198.8,17.2,7,06:32:11,1667178131,17:36:57,1667218017,0.21,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-01,1667241000,89.7,64.5,76.3,89.2,64.5,76.2,60.7,62.8,0,0,0,,0,0,11.4,4.7,143.1,1014.3,3,1,195.5,16.9,7,06:32:54,1667264574,17:36:10,1667304370,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-02,1667327400,86.1,65.2,75.1,86.8,65.2,75.2,61.5,64.7,0,0,0,,0,0,15,11.4,280.9,1012.6,0,1,197.7,17.1,7,06:33:37,1667351017,17:35:25,1667390725,0.28,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-03,1667413800,87.8,64,75,87.4,64,75.1,61.3,65.2,0,0,0,,0,0,15.4,5.8,268.1,1012.2,0.7,0.8,194.3,16.9,7,06:34:21,1667437461,17:34:40,1667477080,0.31,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-04,1667500200,87.8,66.3,75.9,88.7,66.3,76.3,63.2,67,0,0,0,,0,0,8.5,4.7,95.2,1013.4,1.7,0.7,191.1,16.5,7,06:35:05,1667523905,17:33:57,1667563437,0.35,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-05,1667586600,85.6,66.2,75.2,89.7,66.2,76.2,67.5,78.4,0,0,0,,0,0,17.2,8.1,92.4,1015.4,2.4,0.7,187.2,16,7,06:35:50,1667610350,17:33:15,1667649795,0.39,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,,
2022-11-06,1667673000,87.5,67.6,76.7,90.9,67.6,77.3,66.1,72.4,0,0,0,,0,0,16.8,8.1,118.4,1015.7,18.1,0.9,169.8,14.7,6,06:36:34,1667696794,17:32:34,1667736154,0.42,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-07,1667759400,89.6,67.7,77,89,67.7,76.9,62,64.2,0,0,0,,0,0,11.2,5.8,66.5,1014.6,16.9,1.1,184.5,16.1,7,06:37:20,1667783240,17:31:55,1667822515,0.46,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-08,1667845800,82.4,67,74.6,83.1,67,74.9,63.3,69.5,0,0,0,,0,0,18.3,8.1,300.3,1015.7,42.2,0.9,169.9,14.7,7,06:38:05,1667869685,17:31:17,1667908877,0.5,Partially cloudy,Partly cloudy throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-09,1667932200,84.8,66.2,74.1,84.7,66.2,73.9,58.6,60.7,0,0,0,,0,0,12.3,4.7,113.2,1015.8,26.6,1.5,163.1,14.1,6,06:38:51,1667956131,17:30:41,1667995241,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-10,1668018600,83.5,65.7,74.2,84.3,65.7,74.3,60.9,64.7,0,0,0,,0,0,13.9,8.1,291.8,1016.8,30,1.3,172.4,15,6,06:39:38,1668042578,17:30:06,1668081606,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-11,1668105000,81.8,62.6,71.3,81,62.6,71.2,56.2,62,0,0,0,,0,0,19.5,12.8,274.5,1017.2,0,1.1,188.4,16.1,7,06:40:24,1668129024,17:29:32,1668167972,0.59,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-12,1668191400,81.1,60.2,69.8,80.2,60.2,69.7,50.5,53.5,0,0,0,,0,0,19.9,10.3,270.8,1016.6,0,1.3,189.3,16.1,7,06:41:11,1668215471,17:29:00,1668254340,0.62,Clear,Clear conditions throughout the day.,clear-day,42182099999,VIDP,42139099999,42181099999,,obs,,,
2022-11-13,1668277800,80.8,58.5,68.9,80.2,58.5,68.8,51.6,56.8,0,0,0,,0,0,19.2,10.3,274.2,1015.2,8.6,1.3,186.1,16.1,7,06:41:58,1668301918,17:28:29,1668340709,0.66,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-14,1668364200,85.5,60.6,72.6,83.7,60.6,72.3,54,55.5,0,0,0,,0,0,16.1,6.9,86.9,1015.8,31.1,1.5,180.9,15.6,7,06:42:45,1668388365,17:28:00,1668427080,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-15,1668450600,83.3,64.1,71.6,82.3,64.1,71.5,54.4,56.7,0,0,0,,0,0,14.1,5.8,258.2,1015.6,37.4,1.5,170.4,14.7,6,06:43:33,1668474813,17:27:32,1668513452,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-16,1668537000,79.7,60.2,69.1,79.7,60.2,69.1,48.9,53,0,0,0,,0,0,18.6,10.3,281.1,1014.8,7.4,1.6,180.9,15.5,7,06:44:21,1668561261,17:27:06,1668599826,0.75,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-17,1668623400,76.6,57.2,65.7,76.6,57.2,65.7,49.3,57.5,0,0,0,,0,0,21.9,11.4,268.8,1014.7,1.5,1.5,183.2,15.9,7,06:45:08,1668647708,17:26:41,1668686201,0.78,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-18,1668709800,77.3,54.3,65.5,77.3,54.3,65.5,47.1,54.4,0,0,0,,0,0,15.2,9.2,285.2,1016,2.5,1.5,184.9,16.1,7,06:45:56,1668734156,17:26:18,1668772578,0.82,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-19,1668796200,78.4,54.4,65.6,78.4,54.4,65.6,47.1,54.8,0,0,0,,0,0,12.5,5.8,285.8,1016.6,24.8,1.7,179.6,15.6,7,06:46:45,1668820605,17:25:57,1668858957,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-20,1668882600,78.5,54.3,65.7,78.5,54.3,65.7,48.4,55.8,0,0,0,,0,0,15.4,6.9,276,1015.1,13.9,1.4,179.3,15.5,7,06:47:33,1668907053,17:25:37,1668945337,0.88,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-21,1668969000,78.8,54.1,65.5,78.8,54.1,65.5,49,58.6,0,0,0,,0,0,18.8,9.2,266.3,1014.1,2.9,1.7,179.8,15.4,7,06:48:21,1668993501,17:25:18,1669031718,0.91,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-22,1669055400,78.4,55.4,65.5,78.4,55.4,65.5,47.4,54.5,0,0,0,,0,0,16.8,9.2,257.9,1014.1,1.1,1.5,179.3,15.4,7,06:49:09,1669079949,17:25:02,1669118102,0.95,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-23,1669141800,79,53,65.3,79,53,65.3,44.1,49.8,0,0,0,,0,0,18.6,11.4,264.2,1014.4,0,1.7,181.7,15.6,7,06:49:57,1669166397,17:24:46,1669204486,0.98,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-24,1669228200,79.4,51.7,65,79.4,51.7,65,45.5,51.5,0,0,0,,0,0,17.4,6.9,274.7,1014.3,0,1.6,180,15.6,7,06:50:46,1669252846,17:24:33,1669290873,0,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-25,1669314600,79.7,51.5,64.9,79.7,51.5,64.9,46,54.8,0,0,0,,0,0,11.9,6.9,286.5,1016.6,5.1,1.5,176.7,15.4,7,06:51:34,1669339294,17:24:21,1669377261,0.05,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-26,1669401000,78.2,50.8,63.9,78.2,50.8,63.9,49,60.5,0,0,0,,0,0,18.6,8.1,268.8,1013.6,8.2,1.3,176,15.4,7,06:52:22,1669425742,17:24:11,1669463651,0.08,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,VIDD,remote,
2022-11-27,1669487400,79.6,51.9,63.6,79.6,51.9,63.6,48.4,61.7,0,0,0,,0,0,13,4.7,273.1,1011.7,10.1,1.2,175.4,15.4,7,06:53:09,1669512189,17:24:02,1669550042,0.12,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-28,1669573800,77.9,51.2,64,77.9,51.2,64,48.7,61.5,0,0,0,,0,0,9.8,4.3,266,1013.1,0.8,1.1,173.8,15.1,7,06:53:57,1669598637,17:23:55,1669636435,0.15,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-29,1669660200,77,50.3,63.5,77,50.3,63.5,50.2,65.4,0,0,0,,0,0,10.7,3.4,306.7,1015.3,4.7,0.9,172.2,15.1,7,06:54:44,1669685084,17:23:50,1669722830,0.19,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-11-30,1669746600,77.3,52.8,63.4,77.3,52.8,63.4,50.7,66,0,0,0,,0,0,12.3,6.9,266.6,1016.5,6.6,1,168.7,14.5,6,06:55:31,1669771531,17:23:46,1669809226,0.25,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-12-01,1669833000,76.6,51.6,63.3,76.6,51.6,63.3,52,69,0,0,0,,0,0,15.2,8.1,253.7,1015.4,3,0.9,171.1,14.8,7,06:56:18,1669857978,17:23:44,1669895624,0.26,Clear,Clear conditions throughout the day.,fog,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
2022-12-02,1669919400,78.6,51.5,64,78.6,51.5,64,50.8,65.5,0,0,0,,0,0,8.7,4.3,237.7,1014.3,18,1,167.9,14.3,6,06:57:04,1669944424,17:23:44,1669982024,0.29,Clear,Clear conditions throughout the day.,clear-day,42182099999,42176099999,VIDP,42139099999,42181099999,obs,,,
