week_starting_date,avg_max_temp,avg_min_temp,avg_temp,avg_feels_like_max_temp,avg_feels_like_min_temp,avg_feels_like_temp,avg_dew_point,avg_humidity,total_precipitation,avg_precipitation_probability,avg_precipitation_cover,total_snow,avg_snow_depth,avg_wind_gust,avg_wind_speed,avg_wind_direction,avg_sea_level_pressure,avg_cloud_cover,avg_visibility,avg_solar_radiation,total_solar_energy,avg_uv_index,avg_severe_risk,avg_moon_phase,most_common_conditions,most_common_description,most_common_icon,most_common_station
2017-10-01,26.557142857142857,17.785714285714285,22.099999999999998,27.514285714285712,17.785714285714285,22.47142857142857,14.142857142857142,62.4,0.0,0.0,0.0,0.0,0.0,34.57142857142857,24.25714285714286,162.15714285714284,1017.7142857142857,38.957142857142856,16.0,194.0,117.30000000000001,6.857142857142857,,0.27285714285714285,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
2017-10-08,26.0,16.1,20.857142857142858,26.857142857142858,16.1,21.057142857142857,15.842857142857143,74.74285714285715,0.278,14.285714285714286,1.19,0.0,0.0,26.97142857142857,19.599999999999998,166.32857142857142,1023.8857142857142,44.10000000000001,15.957142857142857,171.21428571428572,103.4,6.142857142857143,,0.4985714285714286,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
2017-10-15,23.842857142857145,18.814285714285717,21.228571428571428,24.88571428571429,18.814285714285717,21.5,18.557142857142857,85.35714285714286,18.753,71.42857142857143,11.904285714285715,0.0,0.0,34.24285714285714,22.82857142857143,93.64285714285714,1019.7571428571429,79.25714285714285,14.642857142857142,85.44285714285714,51.3,3.4285714285714284,,0.7457142857142857,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,KADW,KDAA,74594013705"
2017-10-22,22.32857142857143,10.4,16.071428571428573,22.32857142857143,9.857142857142858,15.942857142857141,8.285714285714286,62.89999999999999,2.7720000000000002,28.571428571428573,4.167142857142857,0.0,0.0,27.214285714285715,20.142857142857142,183.2,1024.8857142857144,37.771428571428565,15.9,177.65714285714284,107.2,6.428571428571429,,0.42142857142857143,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA,74594013705"
2017-10-29,20.357142857142858,11.271428571428572,16.057142857142857,20.357142857142858,10.0,15.871428571428572,9.971428571428572,69.37142857142858,25.522,28.571428571428573,10.118571428571428,0.0,0.0,48.55714285714286,29.24285714285714,234.35714285714286,1011.3285714285714,54.15714285714286,15.4,119.72857142857141,71.9,4.857142857142857,,0.22285714285714286,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-11-05,18.928571428571427,9.985714285714286,13.785714285714286,18.928571428571427,8.471428571428572,13.357142857142858,8.657142857142857,73.3,21.299,42.857142857142854,13.095714285714285,0.0,0.0,36.2,23.728571428571428,181.82857142857142,1019.5142857142857,57.55714285714286,14.914285714285715,109.27142857142857,66.39999999999999,4.428571428571429,,0.4471428571428571,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-11-12,11.299999999999999,4.3,7.714285714285714,10.728571428571428,0.8142857142857144,5.585714285714286,2.0285714285714285,69.67142857142856,27.308,42.857142857142854,9.524285714285714,0.0,0.0,32.05714285714286,23.571428571428573,156.65714285714284,1024.7857142857142,73.78571428571429,15.314285714285715,82.08571428571427,49.7,3.4285714285714284,,0.6957142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-11-19,14.114285714285714,4.628571428571428,8.928571428571429,14.114285714285714,1.9285714285714286,7.328571428571428,2.1714285714285717,64.61428571428571,5.183,28.571428571428573,5.357142857142857,0.0,0.0,42.17142857142857,27.542857142857144,257.4714285714286,1018.1142857142858,67.25714285714285,15.857142857142858,103.75714285714285,62.9,4.428571428571429,,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-11-26,12.685714285714285,3.2142857142857144,8.0,12.685714285714285,0.0285714285714286,6.557142857142857,-0.7,56.214285714285715,0.306,14.285714285714286,1.7857142857142858,0.0,0.0,37.214285714285715,25.357142857142858,255.87142857142857,1017.3714285714286,39.228571428571435,16.0,121.92857142857143,73.8,5.0,,0.16999999999999998,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-12-03,15.142857142857142,4.571428571428571,9.299999999999999,15.142857142857142,2.557142857142857,8.528571428571428,2.6142857142857143,65.62857142857142,1.06,28.571428571428573,1.7857142857142858,0.0,0.0,29.728571428571428,19.728571428571428,183.9857142857143,1023.3285714285714,40.42857142857143,15.885714285714286,109.37142857142858,66.3,4.428571428571429,,0.4028571428571429,Partially cloudy,Clear conditions throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-12-10,9.414285714285715,3.242857142857143,5.942857142857143,8.714285714285714,0.10000000000000002,3.914285714285714,-0.8714285714285713,65.07142857142857,6.392,42.857142857142854,9.524285714285714,1.0,0.08571428571428572,35.642857142857146,23.614285714285717,257.98571428571427,1018.7285714285715,75.64285714285714,14.5,76.91428571428571,46.5,3.7142857142857144,,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-12-17,6.271428571428572,-2.085714285714286,2.442857142857143,3.942857142857143,-6.928571428571429,-1.042857142857143,-6.057142857142857,55.58571428571429,0.39699999999999996,42.857142857142854,2.3814285714285717,0.3,0.5428571428571428,39.15714285714286,27.771428571428572,213.18571428571428,1014.2571428571429,62.228571428571435,15.742857142857144,81.05714285714285,49.2,3.7142857142857144,,0.8785714285714287,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-12-24,12.385714285714286,3.6999999999999997,7.985714285714286,11.842857142857143,1.3285714285714287,6.857142857142857,1.3714285714285717,64.7,4.887,14.285714285714286,3.5714285714285716,0.0,0.0,34.75714285714286,22.685714285714287,166.6,1017.5571428571428,65.48571428571428,15.971428571428572,74.44285714285715,44.4,3.2857142857142856,,0.1142857142857143,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2017-12-31,-0.15714285714285708,-5.5,-2.8999999999999995,-3.6714285714285713,-11.757142857142856,-7.871428571428572,-13.114285714285714,46.9,0.753,14.285714285714286,1.19,0.6,0.2857142857142857,45.885714285714286,30.457142857142856,277.74285714285713,1027.9714285714285,62.82857142857143,15.728571428571428,92.2,55.5,4.285714285714286,,0.34714285714285714,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
2018-01-07,-3.8999999999999995,-10.914285714285715,-7.3,-9.028571428571428,-18.157142857142855,-13.585714285714285,-17.228571428571428,46.5,5.062,28.571428571428573,8.928571428571429,3.0,0.4142857142857143,45.614285714285714,29.3,272.2285714285714,1026.457142857143,33.41428571428571,15.4,85.61428571428571,52.1,3.4285714285714284,,0.5885714285714286,Partially cloudy,Clear conditions throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-01-14,9.8,-0.942857142857143,3.814285714285714,8.7,-5.185714285714285,0.9428571428571428,-1.6428571428571428,69.98571428571428,14.108999999999998,42.857142857142854,13.094285714285714,0.0,0.1142857142857143,41.628571428571426,23.82857142857143,216.54285714285717,1023.657142857143,76.5,14.700000000000001,65.58571428571429,39.3,3.142857142857143,,0.8242857142857142,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-01-21,8.4,-3.9714285714285715,1.4714285714285713,6.971428571428571,-9.028571428571428,-1.5428571428571427,-6.642857142857143,58.65714285714286,0.8,28.571428571428573,2.3814285714285717,0.2,0.35714285714285715,30.014285714285712,21.142857142857142,197.17142857142858,1024.4714285714285,56.457142857142856,15.614285714285714,79.8,48.3,4.0,,0.19999999999999998,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
2018-01-28,12.885714285714286,4.442857142857143,8.257142857142856,11.885714285714286,0.8285714285714285,6.528571428571429,0.9142857142857144,62.15714285714286,6.714,28.571428571428573,11.904285714285715,0.0,0.0,43.18571428571429,26.671428571428574,222.02857142857144,1023.8714285714286,62.58571428571429,15.385714285714286,80.11428571428571,48.1,4.0,,0.2957142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-02-04,5.7,-2.157142857142857,1.7142857142857142,3.7285714285714286,-7.314285714285715,-2.5,-7.085714285714286,54.228571428571435,31.398999999999997,71.42857142857143,10.715714285714284,0.0,0.028571428571428574,46.01428571428572,30.642857142857142,208.4,1021.5714285714286,72.6,15.528571428571428,79.97142857142856,48.2,3.7142857142857144,,0.5371428571428571,Partially cloudy,Becoming cloudy in the afternoon.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-02-11,7.799999999999999,0.4000000000000001,3.857142857142857,6.328571428571428,-3.242857142857143,1.4857142857142858,-0.757142857142857,73.84285714285714,69.021,42.857142857142854,23.810000000000002,0.5,0.2857142857142857,46.34285714285714,24.2,272.5,1024.257142857143,77.54285714285713,13.6,70.37142857142858,41.4,3.0,,0.7685714285714286,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-02-18,13.357142857142858,3.0714285714285716,7.828571428571428,12.9,-0.6285714285714287,5.8,2.485714285714286,70.64285714285714,15.856,71.42857142857143,13.095714285714285,0.0,0.0,39.371428571428574,25.157142857142855,194.8857142857143,1024.1714285714286,78.94285714285715,15.542857142857143,86.85714285714286,52.4,4.142857142857143,,0.4257142857142857,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-02-25,16.12857142857143,8.157142857142857,11.857142857142858,15.814285714285715,5.928571428571429,10.928571428571429,9.242857142857144,85.72857142857143,10.454,71.42857142857143,11.904285714285715,0.0,0.04285714285714286,40.31428571428571,24.614285714285717,127.18571428571428,1026.5714285714287,91.51428571428572,12.671428571428573,69.27142857142857,41.0,2.5714285714285716,,0.23857142857142857,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-03-04,12.742857142857144,4.557142857142858,8.514285714285714,12.742857142857144,1.057142857142857,6.3,-0.35714285714285704,56.65714285714286,22.612000000000002,42.857142857142854,10.714285714285714,0.0,0.028571428571428574,47.7,32.714285714285715,258.5857142857143,1017.9142857142857,64.87142857142858,15.257142857142856,128.3,77.2,5.142857142857143,,0.48714285714285716,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-03-11,8.7,0.24285714285714288,4.171428571428572,6.6571428571428575,-3.7142857142857144,0.8857142857142858,-5.785714285714286,50.68571428571429,14.206,28.571428571428573,5.952857142857143,2.2,0.014285714285714287,37.971428571428575,25.342857142857145,240.08571428571426,1015.0428571428572,54.48571428571428,15.299999999999999,156.32857142857142,94.3,6.142857142857143,,0.7157142857142856,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-03-18,9.028571428571428,0.6571428571428571,4.485714285714286,6.442857142857143,-3.8714285714285714,1.1,-6.6571428571428575,46.628571428571426,0.29,14.285714285714286,1.19,0.1,0.11428571428571428,49.32857142857143,32.285714285714285,255.9,1011.6857142857143,51.214285714285715,15.914285714285715,154.55714285714288,93.3,6.142857142857143,,0.6528571428571429,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-03-25,8.457142857142857,0.9857142857142858,4.571428571428571,5.871428571428572,-3.685714285714286,0.9571428571428571,-3.4714285714285715,59.68571428571429,35.138999999999996,42.857142857142854,21.428571428571427,3.2,0.5,44.228571428571435,30.428571428571427,216.77142857142857,1015.9571428571428,73.77142857142857,13.928571428571429,142.94285714285715,86.39999999999999,5.571428571428571,,0.18285714285714286,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-04-01,16.271428571428572,5.757142857142857,10.728571428571428,15.614285714285716,3.057142857142857,9.6,2.8857142857142857,60.75714285714286,3.279,28.571428571428573,7.738571428571428,0.0,0.0,40.5,23.285714285714285,183.67142857142858,1021.8999999999999,73.07142857142857,15.37142857142857,140.9,85.1,5.0,,0.4328571428571429,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-04-08,15.771428571428572,4.6571428571428575,9.200000000000001,15.771428571428572,0.7714285714285714,7.128571428571428,-1.1714285714285715,52.028571428571425,0.915,28.571428571428573,2.9757142857142855,0.0,0.0,52.300000000000004,35.2,237.61428571428573,1014.7857142857143,78.28571428571429,15.957142857142857,144.65714285714287,87.2,5.571428571428571,,0.6642857142857144,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-04-15,19.785714285714285,8.914285714285713,13.971428571428572,19.5,6.728571428571429,12.957142857142857,3.3999999999999995,52.300000000000004,3.4219999999999997,42.857142857142854,5.952857142857143,0.0,0.0,46.05714285714286,28.114285714285717,177.82857142857142,1017.7714285714285,67.88571428571429,15.385714285714286,176.6142857142857,106.39999999999999,6.142857142857143,,0.7485714285714286,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-04-22,15.171428571428573,5.828571428571428,10.514285714285714,14.785714285714286,3.0285714285714285,9.228571428571428,0.04285714285714283,50.228571428571435,47.215999999999994,28.571428571428573,8.928571428571429,0.0,0.0,44.74285714285714,28.114285714285717,240.31428571428572,1016.7285714285715,62.07142857142857,15.62857142857143,181.28571428571428,110.1,6.285714285714286,,0.13,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-04-29,19.02857142857143,10.842857142857143,14.728571428571428,19.02857142857143,10.200000000000001,14.557142857142855,6.728571428571429,61.871428571428574,39.327,57.142857142857146,19.047142857142855,0.0,0.0,48.771428571428565,29.357142857142858,212.29999999999998,1015.2285714285715,78.15714285714286,14.514285714285714,153.6,92.8,5.714285714285714,,0.38,Partially cloudy,Partly cloudy throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-05-06,27.742857142857144,14.171428571428573,20.714285714285715,27.085714285714285,13.799999999999999,20.514285714285712,7.7,47.042857142857144,0.0,0.0,0.0,0.0,0.0,40.9,24.8,208.5,1017.9714285714286,52.6,16.0,144.55714285714285,87.6,7.285714285714286,,0.6157142857142858,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
2018-05-13,26.428571428571427,15.671428571428573,20.814285714285713,26.571428571428573,15.671428571428573,20.842857142857145,13.057142857142859,63.67142857142857,16.761,42.857142857142854,7.142857142857143,0.0,0.0,36.1,21.900000000000002,92.11428571428571,1017.657142857143,51.68571428571429,15.885714285714286,215.94285714285715,130.8,7.714285714285714,,0.8442857142857143,Partially cloudy,Partly cloudy throughout the day with late afternoon rain.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-05-20,25.157142857142855,17.414285714285715,20.82857142857143,25.657142857142862,17.414285714285715,21.014285714285712,17.714285714285715,83.67142857142858,140.486,100.0,47.02285714285714,0.0,0.0,43.18571428571429,27.785714285714285,123.28571428571429,1016.8000000000001,93.57142857142857,13.042857142857143,132.94285714285715,80.0,4.571428571428571,,0.21857142857142858,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-05-27,28.357142857142858,19.685714285714287,23.657142857142855,29.199999999999996,19.685714285714287,23.857142857142858,17.17142857142857,69.42857142857143,31.562,42.857142857142854,7.738571428571428,0.0,0.0,32.74285714285714,23.857142857142858,164.5142857142857,1016.6999999999999,63.885714285714286,15.87142857142857,216.65714285714284,130.6,8.285714285714286,,0.33,Partially cloudy,Cloudy skies throughout the day with rain.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-06-03,27.085714285714285,20.014285714285712,22.985714285714288,28.557142857142857,20.014285714285712,23.314285714285713,19.585714285714285,82.05714285714285,81.031,71.42857142857143,21.43,0.0,0.0,30.814285714285713,21.685714285714287,159.77142857142857,1013.157142857143,92.11428571428571,13.414285714285715,122.10000000000001,72.8,4.857142857142857,,0.5685714285714286,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-06-10,27.042857142857144,17.414285714285715,21.97142857142857,27.671428571428574,17.414285714285715,22.071428571428573,15.5,68.41428571428571,27.043999999999997,42.857142857142854,7.738571428571428,0.0,0.0,33.77142857142857,22.642857142857142,210.68571428571428,1014.5142857142856,73.2,15.62857142857143,202.18571428571428,121.8,8.142857142857142,,0.7957142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-06-17,27.75714285714286,19.2,23.485714285714288,27.914285714285715,19.2,23.585714285714285,15.028571428571427,62.48571428571429,10.173,14.285714285714286,2.9757142857142855,0.0,0.0,34.31428571428571,21.599999999999998,197.67142857142858,1016.6285714285714,68.51428571428572,15.700000000000001,197.78571428571428,118.8,7.571428571428571,,0.3157142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-06-24,29.75714285714286,22.17142857142857,25.400000000000002,32.042857142857144,22.17142857142857,26.314285714285713,20.285714285714285,74.61428571428571,74.446,71.42857142857143,29.165714285714284,0.0,0.0,33.27142857142857,20.7,168.77142857142857,1011.1999999999999,84.07142857142857,14.914285714285715,146.31428571428572,88.1,6.428571428571429,,0.2742857142857143,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-07-01,30.7,21.97142857142857,26.314285714285713,32.285714285714285,21.97142857142857,27.085714285714285,18.942857142857143,65.6,14.981,28.571428571428573,8.334285714285715,0.0,0.0,29.8,21.042857142857144,232.25714285714284,1016.7857142857143,64.75714285714285,15.942857142857141,116.12857142857142,70.1,6.714285714285714,,0.5128571428571428,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-07-08,32.05714285714286,24.25714285714286,28.114285714285717,35.94285714285714,24.67142857142857,30.857142857142858,19.87142857142857,62.699999999999996,0.0,0.0,0.0,0.0,0.0,31.685714285714287,21.271428571428572,135.71428571428572,1022.5857142857143,52.65714285714286,15.771428571428572,190.94285714285712,115.3,7.857142857142857,,0.7457142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-07-15,32.31428571428571,21.885714285714283,27.17142857142857,32.41428571428572,21.885714285714283,27.271428571428572,15.742857142857144,51.65714285714286,0.0,0.0,0.0,0.0,0.0,29.25714285714286,19.814285714285713,197.95714285714286,1019.1285714285714,39.88571428571429,16.0,245.25714285714284,147.6,8.571428571428571,,0.41571428571428576,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-07-22,30.028571428571432,21.47142857142857,25.5,31.37142857142857,21.47142857142857,26.02857142857143,18.17142857142857,66.60000000000001,196.151,42.857142857142854,16.665714285714284,0.0,0.0,43.91428571428571,26.599999999999998,146.37142857142857,1013.9857142857143,70.98571428571428,15.071428571428571,178.92857142857142,107.4,6.714285714285714,,0.22571428571428573,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-07-29,29.97142857142857,22.957142857142856,25.985714285714288,32.44285714285714,22.957142857142856,26.599999999999998,20.557142857142857,73.7,33.511,57.142857142857146,17.857142857142858,0.0,0.0,36.32857142857143,21.314285714285713,184.27142857142857,1015.4285714285714,77.3142857142857,15.714285714285714,167.74285714285716,100.6,6.428571428571429,,0.4614285714285714,Partially cloudy,Partly cloudy throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-08-05,29.542857142857144,22.74285714285714,25.67142857142857,32.17142857142857,22.74285714285714,26.52857142857143,21.37142857142857,78.11428571428571,58.694,85.71428571428571,17.264285714285716,0.0,0.0,38.628571428571426,21.099999999999998,169.37142857142857,1019.4142857142857,78.32857142857142,15.214285714285714,146.04285714285714,88.0,5.714285714285714,,0.6971428571428572,"Rain, Partially cloudy",Cloudy skies throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-08-12,32.32857142857143,23.942857142857143,27.585714285714285,35.57142857142857,23.942857142857143,29.0,21.385714285714283,70.41428571428571,15.713,57.142857142857146,6.548571428571429,0.0,0.0,23.842857142857145,18.571428571428573,194.75714285714284,1014.3714285714286,66.82857142857144,15.742857142857144,174.20000000000002,105.39999999999999,7.428571428571429,,0.6528571428571429,"Rain, Partially cloudy",Becoming cloudy in the afternoon.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-08-19,31.442857142857143,23.042857142857144,26.82857142857143,33.75714285714286,23.042857142857144,27.885714285714283,20.12857142857143,68.12857142857142,0.323,28.571428571428573,1.1914285714285715,0.0,0.0,40.271428571428565,23.228571428571428,213.3857142857143,1015.2142857142857,71.32857142857144,15.842857142857143,198.57142857142858,120.7,7.714285714285714,,0.1742857142857143,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-08-26,28.071428571428573,20.428571428571427,24.185714285714287,29.25714285714286,20.428571428571427,24.414285714285715,17.485714285714288,67.97142857142858,68.008,42.857142857142854,10.714285714285714,0.0,0.0,33.885714285714286,21.414285714285715,187.91428571428574,1018.3857142857142,58.51428571428572,15.685714285714285,182.4857142857143,110.6,7.0,,0.4057142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-09-02,32.51428571428571,24.557142857142857,28.185714285714287,37.05714285714286,24.557142857142857,30.599999999999998,22.7,73.47142857142856,31.244,42.857142857142854,11.904285714285715,0.0,0.0,28.114285714285717,18.957142857142856,179.82857142857142,1020.0,66.64285714285714,15.185714285714285,183.07142857142858,110.9,7.428571428571429,,0.6471428571428571,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-09-09,30.0,22.857142857142858,26.185714285714287,33.55714285714286,22.857142857142858,28.25714285714286,21.485714285714288,76.77142857142857,118.15,57.142857142857146,20.834285714285716,0.0,0.0,30.52857142857143,23.871428571428574,105.67142857142858,1020.9285714285714,59.699999999999996,14.857142857142858,137.04285714285714,82.6,5.714285714285714,,0.75,Partially cloudy,Partly cloudy throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-09-16,26.414285714285715,21.285714285714285,23.442857142857143,27.842857142857145,21.285714285714285,23.67142857142857,20.571428571428573,84.28571428571429,1.256,57.142857142857146,5.952857142857143,0.0,0.0,35.285714285714285,21.32857142857143,44.51428571428572,1020.4857142857143,93.89999999999999,13.985714285714286,68.48571428571428,41.199999999999996,3.2857142857142856,,0.13,Overcast,Cloudy skies throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-09-23,26.428571428571427,20.657142857142855,23.357142857142858,27.8,20.657142857142855,23.614285714285717,19.314285714285713,78.78571428571429,65.12700000000001,85.71428571428571,26.787142857142857,0.0,0.0,34.51428571428571,22.071428571428573,206.58571428571426,1017.5428571428572,79.0,15.042857142857143,96.88571428571429,58.4,4.0,,0.35571428571428576,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-09-30,25.057142857142857,17.37142857142857,20.7,25.82857142857143,17.37142857142857,20.857142857142858,16.54285714285714,78.51428571428572,42.562,71.42857142857143,27.38,0.0,0.0,35.05714285714286,21.071428571428573,169.6142857142857,1021.6428571428571,77.94285714285715,14.314285714285715,109.07142857142857,65.60000000000001,4.857142857142857,,0.5942857142857143,"Rain, Overcast",Clearing in the afternoon.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
2018-10-07,27.557142857142857,19.542857142857144,22.928571428571427,28.885714285714283,19.542857142857144,23.2,18.714285714285715,78.17142857142858,0.0,0.0,0.0,0.0,0.0,26.271428571428572,20.085714285714285,180.18571428571428,1020.5571428571428,69.9857142857143,15.185714285714285,246.58571428571426,148.8,5.285714285714286,,0.8371428571428572,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
2018-10-14,23.585714285714285,17.185714285714287,20.157142857142855,25.114285714285717,16.771428571428572,20.385714285714283,15.071428571428571,73.62857142857142,42.504,71.42857142857143,11.904285714285715,0.0,0.0,36.92857142857143,23.785714285714285,227.85714285714286,1017.2714285714285,74.25714285714285,15.299999999999999,52.27142857142858,31.3,3.5714285714285716,,0.08428571428571428,"Rain, Partially cloudy",Partly cloudy throughout the day.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
2018-10-21,18.657142857142855,10.685714285714285,14.214285714285714,18.657142857142855,9.842857142857143,13.9,6.128571428571428,60.542857142857144,7.051,42.857142857142854,8.928571428571429,0.0,0.0,48.05714285714286,28.24285714285714,267.5142857142857,1019.6142857142858,66.98571428571428,15.757142857142856,78.22857142857143,47.2,5.285714285714286,,0.3071428571428571,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,AS365,74594013705"
2018-10-28,14.257142857142858,6.957142857142857,10.6,14.114285714285716,4.685714285714285,9.799999999999999,3.7428571428571433,64.91428571428571,32.183,42.857142857142854,14.285714285714286,0.0,0.0,39.51428571428572,25.657142857142855,247.4857142857143,1016.9571428571428,62.642857142857146,15.242857142857144,107.92857142857143,64.8,4.285714285714286,,0.5357142857142857,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
